,datetime,angulo_otimo,irradiancia
121,2019-01-03 12:30:00,-35,980.9983783895859
122,2019-01-03 13:00:00,-14,629.7175133105591
123,2019-01-03 13:30:00,-22,1030.0171089887704
124,2019-01-03 14:00:00,-16,1046.5628219094424
125,2019-01-03 14:30:00,-1,232.84386208597437
126,2019-01-03 15:00:00,-2,1061.869328496618
127,2019-01-03 15:30:00,2,810.602525259615
128,2019-01-03 16:00:00,1,410.571201459413
129,2019-01-03 16:30:00,18,1046.4275659056643
130,2019-01-03 17:00:00,24,1033.977584948694
131,2019-01-03 17:30:00,31,1009.3823543548134
132,2019-01-03 18:00:00,3,217.98570494113824
133,2019-01-03 18:30:00,2,174.85200619679256
134,2019-01-03 19:00:00,0,13.0
135,2019-01-03 19:30:00,51,609.0765038678617
136,2019-01-03 20:00:00,0,52.0
137,2019-01-03 20:30:00,0,8.0
138,2019-01-03 21:00:00,0,37.0
139,2019-01-03 21:30:00,0,16.0
140,2019-01-03 22:00:00,15,0.0
141,2019-01-03 22:30:00,15,0.0
142,2019-01-03 23:00:00,15,0.0
143,2019-01-03 23:30:00,15,0.0
144,2019-01-04 00:00:00,15,0.0
145,2019-01-04 00:30:00,15,0.0
146,2019-01-04 01:00:00,15,0.0
147,2019-01-04 01:30:00,15,0.0
148,2019-01-04 02:00:00,15,0.0
149,2019-01-04 02:30:00,15,0.0
150,2019-01-04 03:00:00,15,0.0
151,2019-01-04 03:30:00,15,0.0
152,2019-01-04 04:00:00,15,0.0
153,2019-01-04 04:30:00,15,0.0
154,2019-01-04 05:00:00,15,0.0
155,2019-01-04 05:30:00,15,0.0
156,2019-01-04 06:00:00,15,0.0
157,2019-01-04 06:30:00,15,0.0
158,2019-01-04 07:00:00,15,0.0
159,2019-01-04 07:30:00,15,0.0
160,2019-01-04 08:00:00,15,0.0
161,2019-01-04 08:30:00,55,0.0
162,2019-01-04 09:00:00,0,25.0
163,2019-01-04 09:30:00,0,41.0
164,2019-01-04 10:00:00,0,108.0
165,2019-01-04 10:30:00,-3,152.32418928033144
166,2019-01-04 11:00:00,-24,306.7061643397171
167,2019-01-04 11:30:00,-4,214.63332573098683
168,2019-01-04 12:00:00,-18,460.7781308234779
169,2019-01-04 12:30:00,-25,704.2166706132152
170,2019-01-04 13:00:00,-14,636.3447101239259
171,2019-01-04 13:30:00,-17,873.3683284869958
172,2019-01-04 14:00:00,-8,723.5388030984345
173,2019-01-04 14:30:00,-6,927.003943670846
174,2019-01-04 15:00:00,-2,940.7977455081177
175,2019-01-04 15:30:00,2,836.5881694795387
176,2019-01-04 16:00:00,0,109.0
177,2019-01-04 16:30:00,0,47.0
178,2019-01-04 17:00:00,0,42.0
179,2019-01-04 17:30:00,0,41.0
180,2019-01-04 18:00:00,0,63.0
181,2019-01-04 18:30:00,5,264.4897689345291
182,2019-01-04 19:00:00,34,490.34174744682275
183,2019-01-04 19:30:00,40,422.21588357555174
184,2019-01-04 20:00:00,0,82.0
185,2019-01-04 20:30:00,0,5.0
186,2019-01-04 21:00:00,0,18.0
187,2019-01-04 21:30:00,0,13.0
188,2019-01-04 22:00:00,15,0.0
189,2019-01-04 22:30:00,15,0.0
190,2019-01-04 23:00:00,15,0.0
191,2019-01-04 23:30:00,15,0.0
192,2019-01-05 00:00:00,15,0.0
193,2019-01-05 00:30:00,15,0.0
194,2019-01-05 01:00:00,15,0.0
195,2019-01-05 01:30:00,15,0.0
196,2019-01-05 02:00:00,15,0.0
197,2019-01-05 02:30:00,15,0.0
198,2019-01-05 03:00:00,15,0.0
199,2019-01-05 03:30:00,15,0.0
200,2019-01-05 04:00:00,15,0.0
201,2019-01-05 04:30:00,15,0.0
202,2019-01-05 05:00:00,15,0.0
203,2019-01-05 05:30:00,15,0.0
204,2019-01-05 06:00:00,15,0.0
205,2019-01-05 06:30:00,15,0.0
206,2019-01-05 07:00:00,15,0.0
207,2019-01-05 07:30:00,15,0.0
208,2019-01-05 08:00:00,15,0.0
209,2019-01-05 08:30:00,55,0.0
210,2019-01-05 09:00:00,0,3.0
211,2019-01-05 09:30:00,0,4.0
212,2019-01-05 10:00:00,0,5.0
213,2019-01-05 10:30:00,0,11.0
214,2019-01-05 11:00:00,0,45.0
215,2019-01-05 11:30:00,0,132.0
216,2019-01-05 12:00:00,-2,160.18724874735307
217,2019-01-05 12:30:00,-2,161.22749446929396
218,2019-01-05 13:00:00,-2,169.23809740584102
219,2019-01-05 13:30:00,-3,318.6796987853468
220,2019-01-05 14:00:00,-2,387.1612661383775
221,2019-01-05 14:30:00,-1,468.5693018626658
222,2019-01-05 15:00:00,0,257.9808808272504
223,2019-01-05 15:30:00,1,614.8172908527488
224,2019-01-05 16:00:00,2,558.0438756663054
225,2019-01-05 16:30:00,3,474.3351852905821
226,2019-01-05 17:00:00,4,419.40553085208626
227,2019-01-05 17:30:00,10,520.2406399987051
228,2019-01-05 18:00:00,13,464.6957840471704
229,2019-01-05 18:30:00,5,252.9999736674359
230,2019-01-05 19:00:00,22,369.22372319246733
231,2019-01-05 19:30:00,0,27.0
232,2019-01-05 20:00:00,0,37.0
233,2019-01-05 20:30:00,0,9.0
234,2019-01-05 21:00:00,0,38.0
235,2019-01-05 21:30:00,55,87.7440588973567
236,2019-01-05 22:00:00,15,0.0
237,2019-01-05 22:30:00,15,0.0
238,2019-01-05 23:00:00,15,0.0
239,2019-01-05 23:30:00,15,0.0
240,2019-01-06 00:00:00,15,0.0
241,2019-01-06 00:30:00,15,0.0
242,2019-01-06 01:00:00,15,0.0
243,2019-01-06 01:30:00,15,0.0
244,2019-01-06 02:00:00,15,0.0
245,2019-01-06 02:30:00,15,0.0
246,2019-01-06 03:00:00,15,0.0
247,2019-01-06 03:30:00,15,0.0
248,2019-01-06 04:00:00,15,0.0
249,2019-01-06 04:30:00,15,0.0
250,2019-01-06 05:00:00,15,0.0
251,2019-01-06 05:30:00,15,0.0
252,2019-01-06 06:00:00,15,0.0
253,2019-01-06 06:30:00,15,0.0
254,2019-01-06 07:00:00,15,0.0
255,2019-01-06 07:30:00,15,0.0
256,2019-01-06 08:00:00,15,0.0
257,2019-01-06 08:30:00,55,0.0
258,2019-01-06 09:00:00,-55,269.88351118562855
259,2019-01-06 09:30:00,-55,487.7154233137264
260,2019-01-06 10:00:00,-55,655.1206622315233
261,2019-01-06 10:30:00,-55,773.3712512504109
262,2019-01-06 11:00:00,-55,860.8821488088772
263,2019-01-06 11:30:00,-49,922.215005972083
264,2019-01-06 12:00:00,-43,963.5795441283067
265,2019-01-06 12:30:00,-36,998.2475704158059
266,2019-01-06 13:00:00,-30,1027.2872389275033
267,2019-01-06 13:30:00,-23,1047.1771699293897
268,2019-01-06 14:00:00,-4,575.4584188051161
269,2019-01-06 14:30:00,-1,205.85707378322317
270,2019-01-06 15:00:00,0,461.95525239605075
271,2019-01-06 15:30:00,0,170.9811418403795
272,2019-01-06 16:00:00,3,632.6257754389786
273,2019-01-06 16:30:00,1,141.90394710876913
274,2019-01-06 17:00:00,10,642.3372027817328
275,2019-01-06 17:30:00,31,1017.2498798267679
276,2019-01-06 18:00:00,36,960.769011547463
277,2019-01-06 18:30:00,32,640.831953373247
278,2019-01-06 19:00:00,26,410.2975134107942
279,2019-01-06 19:30:00,55,772.6853471628632
280,2019-01-06 20:00:00,28,217.32040286961333
281,2019-01-06 20:30:00,49,213.92674345918874
282,2019-01-06 21:00:00,0,42.0
283,2019-01-06 21:30:00,0,23.0
284,2019-01-06 22:00:00,15,0.0
285,2019-01-06 22:30:00,15,0.0
286,2019-01-06 23:00:00,15,0.0
287,2019-01-06 23:30:00,15,0.0
288,2019-01-07 00:00:00,15,0.0
289,2019-01-07 00:30:00,15,0.0
290,2019-01-07 01:00:00,15,0.0
291,2019-01-07 01:30:00,15,0.0
292,2019-01-07 02:00:00,15,0.0
293,2019-01-07 02:30:00,15,0.0
294,2019-01-07 03:00:00,15,0.0
295,2019-01-07 03:30:00,15,0.0
296,2019-01-07 04:00:00,15,0.0
297,2019-01-07 04:30:00,15,0.0
298,2019-01-07 05:00:00,15,0.0
299,2019-01-07 05:30:00,15,0.0
300,2019-01-07 06:00:00,15,0.0
301,2019-01-07 06:30:00,15,0.0
302,2019-01-07 07:00:00,15,0.0
303,2019-01-07 07:30:00,15,0.0
304,2019-01-07 08:00:00,15,0.0
305,2019-01-07 08:30:00,55,0.0
306,2019-01-07 09:00:00,-55,263.86550477323857
307,2019-01-07 09:30:00,-55,485.3947204369002
308,2019-01-07 10:00:00,-55,648.3722051206443
309,2019-01-07 10:30:00,-55,770.9792568091734
310,2019-01-07 11:00:00,-55,861.0890133705559
311,2019-01-07 11:30:00,-49,924.7481804441281
312,2019-01-07 12:00:00,-43,977.0872528928987
313,2019-01-07 12:30:00,-36,1014.8074402064196
314,2019-01-07 13:00:00,-30,1044.0684763977752
315,2019-01-07 13:30:00,-23,1064.0358862286555
316,2019-01-07 14:00:00,-16,1080.1387772677497
317,2019-01-07 14:30:00,-10,1087.615406541417
318,2019-01-07 15:00:00,-3,1092.7786078690249
319,2019-01-07 15:30:00,4,1092.7724308636336
320,2019-01-07 16:00:00,11,1088.6729895336935
321,2019-01-07 16:30:00,18,1079.3003624621722
322,2019-01-07 17:00:00,24,1064.4452866050844
323,2019-01-07 17:30:00,31,1044.7230524175864
324,2019-01-07 18:00:00,37,1008.9359670360216
325,2019-01-07 18:30:00,44,972.2289173170824
326,2019-01-07 19:00:00,50,915.0566767693668
327,2019-01-07 19:30:00,55,847.3165370468628
328,2019-01-07 20:00:00,55,749.8048554062755
329,2019-01-07 20:30:00,55,619.5822806930125
330,2019-01-07 21:00:00,55,438.3143368324781
331,2019-01-07 21:30:00,55,61.27101400926926
332,2019-01-07 22:00:00,15,0.0
333,2019-01-07 22:30:00,15,0.0
334,2019-01-07 23:00:00,15,0.0
335,2019-01-07 23:30:00,15,0.0
336,2019-01-08 00:00:00,15,0.0
337,2019-01-08 00:30:00,15,0.0
338,2019-01-08 01:00:00,15,0.0
339,2019-01-08 01:30:00,15,0.0
340,2019-01-08 02:00:00,15,0.0
341,2019-01-08 02:30:00,15,0.0
342,2019-01-08 03:00:00,15,0.0
343,2019-01-08 03:30:00,15,0.0
344,2019-01-08 04:00:00,15,0.0
345,2019-01-08 04:30:00,15,0.0
346,2019-01-08 05:00:00,15,0.0
347,2019-01-08 05:30:00,15,0.0
348,2019-01-08 06:00:00,15,0.0
349,2019-01-08 06:30:00,15,0.0
350,2019-01-08 07:00:00,15,0.0
351,2019-01-08 07:30:00,15,0.0
352,2019-01-08 08:00:00,15,0.0
353,2019-01-08 08:30:00,55,0.0
354,2019-01-08 09:00:00,-55,80.44908720911786
355,2019-01-08 09:30:00,-55,450.3825522278035
356,2019-01-08 10:00:00,-55,619.5010585712046
357,2019-01-08 10:30:00,-55,739.8618780196241
358,2019-01-08 11:00:00,-54,769.9047840664807
359,2019-01-08 11:30:00,-39,610.7119158815323
360,2019-01-08 12:00:00,-43,959.7646484149467
361,2019-01-08 12:30:00,-36,997.4341876009778
362,2019-01-08 13:00:00,-30,1025.5870158064668
363,2019-01-08 13:30:00,-23,1046.714479407632
364,2019-01-08 14:00:00,-16,1060.809456675914
365,2019-01-08 14:30:00,-6,831.9555826616988
366,2019-01-08 15:00:00,-2,802.7442116506052
367,2019-01-08 15:30:00,1,684.754171017563
368,2019-01-08 16:00:00,6,808.6922399456769
369,2019-01-08 16:30:00,11,813.8063320667784
370,2019-01-08 17:00:00,9,610.4390077082694
371,2019-01-08 17:30:00,0,117.0
372,2019-01-08 18:00:00,0,29.0
373,2019-01-08 18:30:00,0,39.0
374,2019-01-08 19:00:00,0,16.0
375,2019-01-08 19:30:00,0,16.0
376,2019-01-08 20:00:00,0,99.0
377,2019-01-08 20:30:00,55,370.67027372115075
378,2019-01-08 21:00:00,11,74.0013803375784
379,2019-01-08 21:30:00,0,29.0
380,2019-01-08 22:00:00,15,0.0
381,2019-01-08 22:30:00,15,0.0
382,2019-01-08 23:00:00,15,0.0
383,2019-01-08 23:30:00,15,0.0
384,2019-01-09 00:00:00,15,0.0
385,2019-01-09 00:30:00,15,0.0
386,2019-01-09 01:00:00,15,0.0
387,2019-01-09 01:30:00,15,0.0
388,2019-01-09 02:00:00,15,0.0
389,2019-01-09 02:30:00,15,0.0
390,2019-01-09 03:00:00,15,0.0
391,2019-01-09 03:30:00,15,0.0
392,2019-01-09 04:00:00,15,0.0
393,2019-01-09 04:30:00,15,0.0
394,2019-01-09 05:00:00,15,0.0
395,2019-01-09 05:30:00,15,0.0
396,2019-01-09 06:00:00,15,0.0
397,2019-01-09 06:30:00,15,0.0
398,2019-01-09 07:00:00,15,0.0
399,2019-01-09 07:30:00,15,0.0
400,2019-01-09 08:00:00,15,0.0
401,2019-01-09 08:30:00,55,0.0
402,2019-01-09 09:00:00,-55,237.27492712230816
403,2019-01-09 09:30:00,-55,461.7271547085289
404,2019-01-09 10:00:00,-55,634.9006070604821
405,2019-01-09 10:30:00,-55,761.0043893255727
406,2019-01-09 11:00:00,-55,855.5637191907192
407,2019-01-09 11:30:00,-49,920.973136498471
408,2019-01-09 12:00:00,-43,969.2765221899061
409,2019-01-09 12:30:00,-36,1007.7969334356272
410,2019-01-09 13:00:00,-30,1035.866019692292
411,2019-01-09 13:30:00,-23,1057.8174305509378
412,2019-01-09 14:00:00,-17,1070.8539474658917
413,2019-01-09 14:30:00,-10,1080.4447272354755
414,2019-01-09 15:00:00,-3,1085.6691871250052
415,2019-01-09 15:30:00,4,1085.6497978084963
416,2019-01-09 16:00:00,10,1078.4011139334048
417,2019-01-09 16:30:00,17,1069.8357296324102
418,2019-01-09 17:00:00,24,1051.5331859669702
419,2019-01-09 17:30:00,30,1031.3111334565908
420,2019-01-09 18:00:00,37,1000.9470289066189
421,2019-01-09 18:30:00,43,960.0810305938664
422,2019-01-09 19:00:00,50,906.6625500888576
423,2019-01-09 19:30:00,55,841.741720914195
424,2019-01-09 20:00:00,55,749.437979750919
425,2019-01-09 20:30:00,55,622.1889909659392
426,2019-01-09 21:00:00,55,450.6752559462876
427,2019-01-09 21:30:00,55,217.76917466081568
428,2019-01-09 22:00:00,15,0.0
429,2019-01-09 22:30:00,15,0.0
430,2019-01-09 23:00:00,15,0.0
431,2019-01-09 23:30:00,15,0.0
432,2019-01-10 00:00:00,15,0.0
433,2019-01-10 00:30:00,15,0.0
434,2019-01-10 01:00:00,15,0.0
435,2019-01-10 01:30:00,15,0.0
436,2019-01-10 02:00:00,15,0.0
437,2019-01-10 02:30:00,15,0.0
438,2019-01-10 03:00:00,15,0.0
439,2019-01-10 03:30:00,15,0.0
440,2019-01-10 04:00:00,15,0.0
441,2019-01-10 04:30:00,15,0.0
442,2019-01-10 05:00:00,15,0.0
443,2019-01-10 05:30:00,15,0.0
444,2019-01-10 06:00:00,15,0.0
445,2019-01-10 06:30:00,15,0.0
446,2019-01-10 07:00:00,15,0.0
447,2019-01-10 07:30:00,15,0.0
448,2019-01-10 08:00:00,15,0.0
449,2019-01-10 08:30:00,55,0.0
450,2019-01-10 09:00:00,-55,235.43754729131612
451,2019-01-10 09:30:00,-55,464.12451175323423
452,2019-01-10 10:00:00,-55,653.7635476130242
453,2019-01-10 10:30:00,-55,779.2689248704997
454,2019-01-10 11:00:00,-55,878.6556351950514
455,2019-01-10 11:30:00,-50,941.2263032729957
456,2019-01-10 12:00:00,-43,986.7982323094087
457,2019-01-10 12:30:00,-37,1023.3280017043417
458,2019-01-10 13:00:00,-30,1052.3587421578363
459,2019-01-10 13:30:00,-23,1070.1173377638397
460,2019-01-10 14:00:00,-17,1085.0299504771972
461,2019-01-10 14:30:00,-10,1093.4654897327741
462,2019-01-10 15:00:00,-3,1097.5962636216277
463,2019-01-10 15:30:00,4,1095.5755092368586
464,2019-01-10 16:00:00,10,1088.3787426859637
465,2019-01-10 16:30:00,17,1076.8881447686003
466,2019-01-10 17:00:00,24,1057.507136464785
467,2019-01-10 17:30:00,30,1034.3135099908586
468,2019-01-10 18:00:00,36,974.7737651376665
469,2019-01-10 18:30:00,42,928.0307674195349
470,2019-01-10 19:00:00,40,600.4669511103806
471,2019-01-10 19:30:00,39,417.38412601044035
472,2019-01-10 20:00:00,45,326.35257308321195
473,2019-01-10 20:30:00,55,299.38777576823276
474,2019-01-10 21:00:00,0,42.0
475,2019-01-10 21:30:00,28,34.903743325637244
476,2019-01-10 22:00:00,15,0.0
477,2019-01-10 22:30:00,15,0.0
478,2019-01-10 23:00:00,15,0.0
479,2019-01-10 23:30:00,15,0.0
480,2019-01-11 00:00:00,15,0.0
481,2019-01-11 00:30:00,15,0.0
482,2019-01-11 01:00:00,15,0.0
483,2019-01-11 01:30:00,15,0.0
484,2019-01-11 02:00:00,15,0.0
485,2019-01-11 02:30:00,15,0.0
486,2019-01-11 03:00:00,15,0.0
487,2019-01-11 03:30:00,15,0.0
488,2019-01-11 04:00:00,15,0.0
489,2019-01-11 04:30:00,15,0.0
