Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,8966199,-,b'São Paulo',b'Brazil',-23.56,-46.63,-3,757,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Temperature,DNI,GHI,Solar Zenith Angle,Wind Speed,Surface Albedo,Cloud Type,Fill Flag
2019,1,1,0,0,0,20.900000000000002,0,0,133.35,2.4000000000000004,0.16,0,0
2019,1,1,0,30,0,20.700000000000003,0,0,133.16,2.3000000000000003,0.16,0,0
2019,1,1,1,0,0,20.6,0,0,131.85,2.2,0.16,0,0
2019,1,1,1,30,0,20.5,0,0,129.51,2,0.16,0,0
2019,1,1,2,0,0,20.400000000000002,0,0,126.28,1.9000000000000001,0.16,0,0
2019,1,1,2,30,0,20.3,0,0,122.31,1.7000000000000002,0.16,0,0
2019,1,1,3,0,0,20.200000000000003,0,0,117.73,1.6,0.16,0,0
2019,1,1,3,30,0,20.1,0,0,112.68,1.4000000000000001,0.16,0,0
2019,1,1,4,0,0,19.900000000000002,0,0,107.25,1.3,0.16,0,0
2019,1,1,4,30,0,20,0,0,101.53,1.3,0.16,0,0
2019,1,1,5,0,0,20.1,0,0,95.57000000000001,1.4000000000000001,0.16,0,0
2019,1,1,5,30,0,20.900000000000002,0,0,89.06,1.7000000000000002,0.16,0,0
2019,1,1,6,0,47,21.8,241,76,83.01,2.1,0.16,0,0
2019,1,1,6,30,77,22.8,437,178,76.64,2,0.16,0,0
2019,1,1,7,0,96,23.900000000000002,578,293,70.14,1.9000000000000001,0.16,0,0
2019,1,1,7,30,111,25.1,672,411,63.550000000000004,1.8,0.16,0,0
2019,1,1,8,0,109,26.400000000000002,778,534,56.89,1.6,0.16,0,0
2019,1,1,8,30,118,27.5,824,645,50.17,1.5,0.16,0,0
2019,1,1,9,0,149,28.6,812,739,43.410000000000004,1.4000000000000001,0.16,0,0
2019,1,1,9,30,156,29.3,841,831,36.61,1.5,0.16,0,0
2019,1,1,10,0,162,30.1,861,910,29.78,1.5,0.16,0,0
2019,1,1,10,30,167,30.6,877,974,22.93,1.6,0.16,0,0
2019,1,1,11,0,173,31,883,1021,16.07,1.7000000000000002,0.16,0,0
2019,1,1,11,30,545,31.3,197,740,9.200000000000001,1.7000000000000002,0.16,3,0
2019,1,1,12,0,181,31.5,881,1062,2.37,1.7000000000000002,0.16,0,0
2019,1,1,12,30,181,31.5,881,1059,4.62,1.6,0.16,0,0
2019,1,1,13,0,185,31.400000000000002,867,1034,11.48,1.5,0.16,1,0
2019,1,1,13,30,505,30.900000000000002,282,773,18.35,1.6,0.16,2,0
2019,1,1,14,0,155,30.5,5,159,25.21,1.8,0.16,3,0
2019,1,1,14,30,60,29.8,0,60,32.05,2.2,0.16,8,0
2019,1,1,15,0,23,29.200000000000003,0,23,38.87,2.7,0.16,7,0
2019,1,1,15,30,62,28.400000000000002,0,62,45.660000000000004,3,0.16,6,0
2019,1,1,16,0,13,27.6,0,13,52.410000000000004,3.2,0.16,8,0
2019,1,1,16,30,111,26.8,0,111,59.11,3.3000000000000003,0.16,8,0
2019,1,1,17,0,120,25.900000000000002,0,120,65.75,3.4000000000000004,0.16,8,0
2019,1,1,17,30,65,24.900000000000002,0,65,72.32000000000001,3.4000000000000004,0.16,8,0
2019,1,1,18,0,38,24,0,38,78.79,3.3000000000000003,0.16,4,7
2019,1,1,18,30,15,23.3,0,15,85.10000000000001,3.2,0.16,4,7
2019,1,1,19,0,0,22.700000000000003,0,0,91.5,3.1,0.16,4,0
2019,1,1,19,30,0,22.3,0,0,97.60000000000001,3,0.16,4,0
2019,1,1,20,0,0,22,0,0,103.49000000000001,2.8000000000000003,0.16,4,0
2019,1,1,20,30,0,22,0,0,109.13,2.8000000000000003,0.16,1,0
2019,1,1,21,0,0,21.8,0,0,114.45,2.5,0.16,1,0
2019,1,1,21,30,0,21.700000000000003,0,0,119.36,2.3000000000000003,0.16,1,0
2019,1,1,22,0,0,21.700000000000003,0,0,123.75,2.2,0.16,1,0
2019,1,1,22,30,0,21.6,0,0,127.5,2.1,0.16,3,0
2019,1,1,23,0,0,21.6,0,0,130.46,1.9000000000000001,0.16,3,0
2019,1,1,23,30,0,21.5,0,0,132.48,1.9000000000000001,0.16,3,0
2019,1,2,0,0,0,21.5,0,0,133.43,1.9000000000000001,0.16,1,0
2019,1,2,0,30,0,21.400000000000002,0,0,133.25,1.8,0.16,0,0
2019,1,2,1,0,0,21.3,0,0,131.96,1.8,0.16,0,0
2019,1,2,1,30,0,21.200000000000003,0,0,129.63,1.7000000000000002,0.16,3,0
2019,1,2,2,0,0,21.200000000000003,0,0,126.41,1.7000000000000002,0.16,1,0
2019,1,2,2,30,0,21.1,0,0,122.44,1.5,0.16,0,0
2019,1,2,3,0,0,21.1,0,0,117.87,1.4000000000000001,0.16,0,0
2019,1,2,3,30,0,21,0,0,112.82000000000001,1.3,0.16,3,0
2019,1,2,4,0,0,20.900000000000002,0,0,107.39,1.2000000000000002,0.16,0,0
2019,1,2,4,30,0,20.900000000000002,0,0,101.67,1.1,0.16,0,0
2019,1,2,5,0,0,20.900000000000002,0,0,95.71000000000001,1.1,0.16,0,0
2019,1,2,5,30,0,21.400000000000002,0,0,89.18,1.3,0.16,0,0
2019,1,2,6,0,46,21.900000000000002,206,70,83.14,1.4000000000000001,0.16,0,0
2019,1,2,6,30,78,22.8,394,168,76.77,1.4000000000000001,0.16,0,0
2019,1,2,7,0,99,23.6,534,280,70.27,1.3,0.16,0,0
2019,1,2,7,30,116,24.900000000000002,629,395,63.67,1.6,0.16,0,0
2019,1,2,8,0,129,26.200000000000003,699,510,57.01,1.9000000000000001,0.16,0,0
2019,1,2,8,30,194,27.400000000000002,632,598,50.29,2.2,0.16,7,0
2019,1,2,9,0,285,28.5,493,643,43.53,2.4000000000000004,0.16,3,0
2019,1,2,9,30,314,29.3,557,761,36.730000000000004,2.6,0.16,7,0
2019,1,2,10,0,455,30.1,249,671,29.900000000000002,2.7,0.16,3,0
2019,1,2,10,30,497,30.5,148,633,23.05,2.8000000000000003,0.16,8,0
2019,1,2,11,0,459,30.900000000000002,50,507,16.19,2.9000000000000004,0.16,7,0
2019,1,2,11,30,523,31.200000000000003,310,829,9.32,3,0.16,4,0
2019,1,2,12,0,502,31.5,433,934,2.5,3.1,0.16,7,0
2019,1,2,12,30,237,31.6,789,1024,4.53,3.1,0.16,1,0
2019,1,2,13,0,539,31.6,219,754,11.38,3.1,0.16,7,0
2019,1,2,13,30,230,31.200000000000003,770,962,18.25,3,0.16,0,0
2019,1,2,14,0,482,30.8,249,707,25.12,2.8000000000000003,0.16,2,0
2019,1,2,14,30,216,30.400000000000002,735,839,31.96,2.7,0.16,0,0
2019,1,2,15,0,226,30.1,674,752,38.78,2.5,0.16,0,0
2019,1,2,15,30,213,29.700000000000003,635,657,45.57,2.3000000000000003,0.16,0,0
2019,1,2,16,0,194,29.3,592,556,52.33,2.1,0.16,0,0
2019,1,2,16,30,175,28.900000000000002,528,447,59.03,1.9000000000000001,0.16,0,0
2019,1,2,17,0,166,28.400000000000002,311,294,65.68,1.7000000000000002,0.16,7,0
2019,1,2,17,30,126,27.700000000000003,110,160,72.25,1.3,0.16,7,0
2019,1,2,18,0,45,27,0,45,78.72,0.9,0.16,6,7
2019,1,2,18,30,25,26.400000000000002,0,25,85.04,0.8,0.16,8,7
2019,1,2,19,0,0,25.700000000000003,0,0,91.45,0.8,0.16,6,0
2019,1,2,19,30,0,25.3,0,0,97.55,0.9,0.16,1,0
2019,1,2,20,0,0,24.900000000000002,0,0,103.45,1,0.16,2,0
2019,1,2,20,30,0,24.900000000000002,0,0,109.10000000000001,1,0.16,0,0
2019,1,2,21,0,0,24.200000000000003,0,0,114.43,1.1,0.16,2,0
2019,1,2,21,30,0,23.900000000000002,0,0,119.35000000000001,1.1,0.16,1,0
2019,1,2,22,0,0,23.700000000000003,0,0,123.76,1.1,0.16,0,0
2019,1,2,22,30,0,23.5,0,0,127.53,1.2000000000000002,0.16,4,0
2019,1,2,23,0,0,23.3,0,0,130.51,1.2000000000000002,0.16,1,0
2019,1,2,23,30,0,23.1,0,0,132.54,1.4000000000000001,0.16,1,0
2019,1,3,0,0,0,22.900000000000002,0,0,133.51,1.5,0.16,4,0
2019,1,3,0,30,0,22.8,0,0,133.35,1.6,0.16,4,0
2019,1,3,1,0,0,22.700000000000003,0,0,132.07,1.8,0.16,4,0
2019,1,3,1,30,0,22.5,0,0,129.76,2,0.16,8,0
2019,1,3,2,0,0,22.400000000000002,0,0,126.54,2.1,0.16,2,0
2019,1,3,2,30,0,22.3,0,0,122.58,2.2,0.16,0,0
2019,1,3,3,0,0,22.200000000000003,0,0,118.01,2.4000000000000004,0.16,0,0
2019,1,3,3,30,0,22.1,0,0,112.96000000000001,2.4000000000000004,0.16,0,0
2019,1,3,4,0,0,21.900000000000002,0,0,107.53,2.5,0.16,0,0
2019,1,3,4,30,0,21.900000000000002,0,0,101.81,2.6,0.16,3,0
2019,1,3,5,0,0,21.900000000000002,0,0,95.84,2.7,0.16,3,0
2019,1,3,5,30,0,22.5,0,0,89.3,3,0.16,1,0
2019,1,3,6,0,38,23.200000000000003,283,72,83.27,3.4000000000000004,0.16,0,0
2019,1,3,6,30,63,24.400000000000002,480,171,76.9,3.7,0.16,1,0
2019,1,3,7,0,80,25.6,609,284,70.4,4,0.16,1,0
2019,1,3,7,30,93,26.8,698,401,63.800000000000004,4.3,0.16,0,0
2019,1,3,8,0,105,28,757,516,57.14,4.6000000000000005,0.16,1,0
2019,1,3,8,30,115,28.8,806,628,50.42,4.7,0.16,0,0
2019,1,3,9,0,129,29.6,826,727,43.65,4.800000000000001,0.16,0,0
2019,1,3,9,30,135,30.1,855,819,36.85,4.800000000000001,0.16,1,0
2019,1,3,10,0,461,30.5,182,619,30.02,4.800000000000001,0.16,3,0
2019,1,3,10,30,148,30.8,885,962,23.17,4.7,0.16,1,0
2019,1,3,11,0,154,31.1,894,1012,16.3,4.6000000000000005,0.16,0,0
2019,1,3,11,30,220,31.1,13,233,9.43,4.6000000000000005,0.16,3,0
2019,1,3,12,0,152,31.1,910,1061,2.63,4.5,0.16,1,0
2019,1,3,12,30,541,31.3,270,811,4.44,4.5,0.16,3,0
2019,1,3,13,0,386,31.400000000000002,25,411,11.290000000000001,4.6000000000000005,0.16,4,0
2019,1,3,13,30,143,31.400000000000002,905,1003,18.16,4.5,0.16,1,0
2019,1,3,14,0,135,31.400000000000002,902,952,25.02,4.5,0.16,1,0
2019,1,3,14,30,131,31.200000000000003,884,881,31.87,4.5,0.16,0,0
2019,1,3,15,0,210,31.1,10,217,38.69,4.4,0.16,3,0
2019,1,3,15,30,172,30.700000000000003,4,175,45.49,4.3,0.16,3,0
2019,1,3,16,0,13,30.400000000000002,0,13,52.24,4.2,0.16,8,0
2019,1,3,16,30,192,29.8,459,429,58.95,3.8000000000000003,0.16,7,0
2019,1,3,17,0,52,29.3,0,52,65.6,3.5,0.16,6,0
2019,1,3,17,30,8,28.200000000000003,0,8,72.18,2.8000000000000003,0.16,9,0
2019,1,3,18,0,37,27.1,0,37,78.65,2.2,0.16,9,7
2019,1,3,18,30,16,26.3,0,16,84.98,2,0.16,9,7
2019,1,3,19,0,0,25.400000000000002,0,0,91.39,1.9000000000000001,0.16,9,0
2019,1,3,19,30,0,25,0,0,97.5,2,0.16,9,0
2019,1,3,20,0,0,24.6,0,0,103.41,2.1,0.16,9,0
2019,1,3,20,30,0,24.6,0,0,109.07000000000001,2.1,0.16,6,0
2019,1,3,21,0,0,23.900000000000002,0,0,114.41,2.4000000000000004,0.16,6,0
2019,1,3,21,30,0,23.8,0,0,119.35000000000001,2.7,0.16,6,0
2019,1,3,22,0,0,23.6,0,0,123.78,3,0.16,6,0
2019,1,3,22,30,0,23.5,0,0,127.56,3.2,0.16,6,0
2019,1,3,23,0,0,23.400000000000002,0,0,130.56,3.4000000000000004,0.16,8,0
2019,1,3,23,30,0,23.400000000000002,0,0,132.61,3.4000000000000004,0.16,8,0
2019,1,4,0,0,0,23.400000000000002,0,0,133.61,3.3000000000000003,0.16,8,0
2019,1,4,0,30,0,23.3,0,0,133.46,3.2,0.16,8,0
2019,1,4,1,0,0,23.3,0,0,132.2,3,0.16,7,0
2019,1,4,1,30,0,23.3,0,0,129.89000000000001,2.9000000000000004,0.16,7,0
2019,1,4,2,0,0,23.200000000000003,0,0,126.68,2.7,0.16,8,0
2019,1,4,2,30,0,23.200000000000003,0,0,122.72,2.6,0.16,8,0
2019,1,4,3,0,0,23.200000000000003,0,0,118.15,2.6,0.16,7,0
2019,1,4,3,30,0,23.1,0,0,113.11,2.6,0.16,7,0
2019,1,4,4,0,0,23,0,0,107.68,2.6,0.16,7,0
2019,1,4,4,30,0,23,0,0,101.95,2.6,0.16,7,0
2019,1,4,5,0,0,22.900000000000002,0,0,95.99000000000001,2.6,0.16,7,0
2019,1,4,5,30,0,23,0,0,89.43,2.7,0.16,7,7
2019,1,4,6,0,25,23.200000000000003,0,25,83.41,2.8000000000000003,0.16,8,7
2019,1,4,6,30,41,23.400000000000002,0,41,77.04,2.9000000000000004,0.16,8,7
2019,1,4,7,0,108,23.6,0,108,70.53,3.1,0.16,7,0
2019,1,4,7,30,150,24,5,152,63.93,3.2,0.16,8,0
2019,1,4,8,0,246,24.3,85,292,57.27,3.3000000000000003,0.16,4,0
2019,1,4,8,30,208,24.700000000000003,10,215,50.54,3.4000000000000004,0.16,4,0
2019,1,4,9,0,361,25.200000000000003,120,447,43.78,3.5,0.16,4,0
2019,1,4,9,30,389,25.700000000000003,339,659,36.97,3.5,0.16,7,0
2019,1,4,10,0,461,26.200000000000003,189,624,30.14,3.6,0.16,3,0
2019,1,4,10,30,424,26.5,460,847,23.29,3.5,0.16,7,0
2019,1,4,11,0,526,26.8,202,719,16.42,3.4000000000000004,0.16,8,0
2019,1,4,11,30,490,26.900000000000002,439,922,9.55,3.2,0.16,7,0
2019,1,4,12,0,505,27,436,940,2.7600000000000002,3.1,0.16,7,0
2019,1,4,12,30,532,27,305,836,4.36,2.9000000000000004,0.16,7,0
2019,1,4,13,0,109,27,0,109,11.19,2.8000000000000003,0.16,6,0
2019,1,4,13,30,47,26.8,0,47,18.06,2.6,0.16,9,0
2019,1,4,14,0,42,26.700000000000003,0,42,24.93,2.5,0.16,9,0
2019,1,4,14,30,41,26.400000000000002,0,41,31.78,2.4000000000000004,0.16,9,0
2019,1,4,15,0,63,26.1,0,63,38.61,2.3000000000000003,0.16,6,0
2019,1,4,15,30,252,25.700000000000003,17,264,45.4,2.3000000000000003,0.16,6,0
2019,1,4,16,0,293,25.400000000000002,233,436,52.160000000000004,2.2,0.16,7,0
2019,1,4,16,30,236,25,226,352,58.88,2,0.16,7,0
2019,1,4,17,0,82,24.6,0,82,65.53,1.9000000000000001,0.16,6,0
2019,1,4,17,30,5,24.200000000000003,0,5,72.11,1.6,0.16,6,0
2019,1,4,18,0,18,23.8,0,18,78.59,1.4000000000000001,0.16,6,7
2019,1,4,18,30,13,23.6,0,13,84.92,1.3,0.16,6,7
2019,1,4,19,0,0,23.3,0,0,91.35000000000001,1.3,0.16,6,0
2019,1,4,19,30,0,23.200000000000003,0,0,97.46000000000001,1.4000000000000001,0.16,6,0
2019,1,4,20,0,0,23.1,0,0,103.38,1.5,0.16,6,0
2019,1,4,20,30,0,23.1,0,0,109.05,1.5,0.16,6,0
2019,1,4,21,0,0,22.900000000000002,0,0,114.4,1.4000000000000001,0.16,6,0
2019,1,4,21,30,0,22.8,0,0,119.36,1.1,0.16,6,0
2019,1,4,22,0,0,22.700000000000003,0,0,123.8,0.9,0.16,7,0
2019,1,4,22,30,0,22.6,0,0,127.60000000000001,0.8,0.16,8,0
2019,1,4,23,0,0,22.5,0,0,130.62,0.8,0.16,6,0
2019,1,4,23,30,0,22.400000000000002,0,0,132.69,0.8,0.16,6,0
2019,1,5,0,0,0,22.200000000000003,0,0,133.7,0.9,0.16,6,0
2019,1,5,0,30,0,22,0,0,133.58,1,0.16,6,0
2019,1,5,1,0,0,21.700000000000003,0,0,132.33,1.1,0.16,7,0
2019,1,5,1,30,0,21.5,0,0,130.03,1.2000000000000002,0.16,7,0
2019,1,5,2,0,0,21.200000000000003,0,0,126.83,1.2000000000000002,0.16,7,0
2019,1,5,2,30,0,21,0,0,122.87,1.4000000000000001,0.16,6,0
2019,1,5,3,0,0,20.8,0,0,118.3,1.5,0.16,7,0
2019,1,5,3,30,0,20.6,0,0,113.26,1.5,0.16,6,0
2019,1,5,4,0,0,20.5,0,0,107.83,1.6,0.16,6,0
2019,1,5,4,30,0,20.3,0,0,102.10000000000001,1.7000000000000002,0.16,6,0
2019,1,5,5,0,0,20.200000000000003,0,0,96.13,1.7000000000000002,0.16,6,0
2019,1,5,5,30,0,20.3,0,0,89.54,2,0.16,6,7
2019,1,5,6,0,3,20.400000000000002,0,3,83.54,2.2,0.16,6,7
2019,1,5,6,30,4,20.700000000000003,0,4,77.17,2.5,0.16,6,7
2019,1,5,7,0,5,21,0,5,70.66,2.9000000000000004,0.16,6,0
2019,1,5,7,30,11,21.3,0,11,64.06,3,0.16,6,0
2019,1,5,8,0,45,21.700000000000003,0,45,57.39,3.2,0.16,6,0
2019,1,5,8,30,132,22,0,132,50.67,3.2,0.16,6,0
2019,1,5,9,0,158,22.400000000000002,3,159,43.9,3.2,0.16,8,0
2019,1,5,9,30,158,22.700000000000003,4,161,37.09,3.1,0.16,6,0
2019,1,5,10,0,164,23.1,6,169,30.26,2.9000000000000004,0.16,6,0
2019,1,5,10,30,302,23.5,18,319,23.400000000000002,2.7,0.16,8,0
2019,1,5,11,0,365,23.900000000000002,23,387,16.54,2.5,0.16,8,0
2019,1,5,11,30,434,24.400000000000002,35,468,9.67,2.2,0.16,8,0
2019,1,5,12,0,243,24.900000000000002,15,257,2.89,2,0.16,8,0
2019,1,5,12,30,527,25.3,88,615,4.28,1.8,0.16,8,0
2019,1,5,13,0,494,25.700000000000003,65,559,11.1,1.6,0.16,7,0
2019,1,5,13,30,435,25.900000000000002,41,474,17.97,1.4000000000000001,0.16,8,0
2019,1,5,14,0,389,26,33,419,24.84,1.1,0.16,8,0
2019,1,5,14,30,435,25.8,95,516,31.69,0.9,0.16,8,0
2019,1,5,15,0,389,25.5,89,459,38.52,0.6000000000000001,0.16,8,0
2019,1,5,15,30,242,25.1,15,252,45.32,0.6000000000000001,0.16,8,0
2019,1,5,16,0,292,24.6,101,354,52.09,0.6000000000000001,0.16,7,0
2019,1,5,16,30,27,24,0,27,58.800000000000004,0.8,0.16,7,0
2019,1,5,17,0,37,23.5,0,37,65.46000000000001,0.9,0.16,4,0
2019,1,5,17,30,9,23,0,9,72.05,1,0.16,4,0
2019,1,5,18,0,38,22.6,0,38,78.54,1,0.16,3,7
2019,1,5,18,30,36,22.3,73,43,84.87,1.1,0.16,1,0
2019,1,5,19,0,0,22,0,0,91.3,1.2000000000000002,0.16,8,0
2019,1,5,19,30,0,21.900000000000002,0,0,97.43,1.2000000000000002,0.16,7,0
2019,1,5,20,0,0,21.8,0,0,103.36,1.3,0.16,4,0
2019,1,5,20,30,0,21.8,0,0,109.04,1.3,0.16,8,0
2019,1,5,21,0,0,21.700000000000003,0,0,114.4,1.3,0.16,8,0
2019,1,5,21,30,0,21.6,0,0,119.37,1.2000000000000002,0.16,8,0
2019,1,5,22,0,0,21.6,0,0,123.83,1.1,0.16,8,0
2019,1,5,22,30,0,21.5,0,0,127.65,1,0.16,8,0
2019,1,5,23,0,0,21.5,0,0,130.68,0.9,0.16,4,0
2019,1,5,23,30,0,21.5,0,0,132.78,0.8,0.16,3,0
2019,1,6,0,0,0,21.400000000000002,0,0,133.81,0.7000000000000001,0.16,4,0
2019,1,6,0,30,0,21.400000000000002,0,0,133.7,0.7000000000000001,0.16,3,0
2019,1,6,1,0,0,21.400000000000002,0,0,132.46,0.6000000000000001,0.16,1,0
2019,1,6,1,30,0,21.3,0,0,130.18,0.6000000000000001,0.16,1,0
2019,1,6,2,0,0,21.200000000000003,0,0,126.98,0.6000000000000001,0.16,0,0
2019,1,6,2,30,0,21.1,0,0,123.02,0.7000000000000001,0.16,0,0
2019,1,6,3,0,0,21,0,0,118.46000000000001,0.8,0.16,0,0
2019,1,6,3,30,0,21,0,0,113.41,1.1,0.16,1,0
2019,1,6,4,0,0,21,0,0,107.98,1.3,0.16,1,0
2019,1,6,4,30,0,20.900000000000002,0,0,102.24000000000001,1.4000000000000001,0.16,0,0
2019,1,6,5,0,0,20.8,0,0,96.27,1.5,0.16,0,0
2019,1,6,5,30,0,21.1,0,0,89.67,1.6,0.16,0,0
2019,1,6,6,0,34,21.3,296,67,83.68,1.7000000000000002,0.16,0,0
2019,1,6,6,30,56,21.6,501,167,77.31,1.8,0.16,0,0
2019,1,6,7,0,70,21.900000000000002,641,281,70.8,1.9000000000000001,0.16,0,0
2019,1,6,7,30,82,22.5,729,399,64.19,2.2,0.16,0,0
2019,1,6,8,0,89,23.1,796,517,57.52,2.5,0.16,0,0
2019,1,6,8,30,97,23.8,842,629,50.79,2.8000000000000003,0.16,0,0
2019,1,6,9,0,108,24.6,867,731,44.02,3,0.16,0,0
2019,1,6,9,30,112,25.400000000000002,893,824,37.21,3.1,0.16,0,0
2019,1,6,10,0,116,26.200000000000003,915,905,30.38,3.2,0.16,0,0
2019,1,6,10,30,119,26.700000000000003,930,971,23.52,3.2,0.16,0,0
2019,1,6,11,0,496,27.1,82,575,16.65,3.1,0.16,3,0
2019,1,6,11,30,195,27.3,11,206,9.790000000000001,3,0.16,3,0
2019,1,6,12,0,430,27.6,32,462,3.0300000000000002,3,0.16,3,0
2019,1,6,12,30,164,27.700000000000003,7,171,4.21,2.9000000000000004,0.16,3,0
2019,1,6,13,0,527,27.8,107,632,11.02,2.8000000000000003,0.16,3,0
2019,1,6,13,30,140,27.700000000000003,2,143,17.89,2.7,0.16,3,0
2019,1,6,14,0,490,27.700000000000003,161,636,24.76,2.6,0.16,3,0
2019,1,6,14,30,124,27.5,898,889,31.61,2.5,0.16,0,0
2019,1,6,15,0,150,27.3,822,794,38.44,2.3000000000000003,0.16,0,0
2019,1,6,15,30,327,27,346,571,45.25,2.1,0.16,2,0
2019,1,6,16,0,298,26.700000000000003,141,384,52.01,1.9000000000000001,0.16,3,0
2019,1,6,16,30,127,26.3,678,479,58.74,1.6,0.16,0,0
2019,1,6,17,0,176,25.900000000000002,65,203,65.4,1.4000000000000001,0.16,7,7
2019,1,6,17,30,128,25.200000000000003,119,165,71.99,1,0.16,3,0
2019,1,6,18,0,42,24.6,0,42,78.48,0.7000000000000001,0.16,7,7
2019,1,6,18,30,23,24.1,0,23,84.83,0.7000000000000001,0.16,8,7
2019,1,6,19,0,0,23.5,0,0,91.26,0.6000000000000001,0.16,7,0
2019,1,6,19,30,0,23.3,0,0,97.4,0.7000000000000001,0.16,6,0
2019,1,6,20,0,0,23.1,0,0,103.34,0.7000000000000001,0.16,8,0
2019,1,6,20,30,0,23.1,0,0,109.03,0.7000000000000001,0.16,8,0
2019,1,6,21,0,0,22.700000000000003,0,0,114.4,0.8,0.16,8,0
2019,1,6,21,30,0,22.400000000000002,0,0,119.38,0.9,0.16,7,0
2019,1,6,22,0,0,22.200000000000003,0,0,123.86,0.9,0.16,8,0
2019,1,6,22,30,0,22.1,0,0,127.7,0.9,0.16,4,0
2019,1,6,23,0,0,21.900000000000002,0,0,130.76,1,0.16,3,0
2019,1,6,23,30,0,21.8,0,0,132.88,1.1,0.16,7,0
2019,1,7,0,0,0,21.6,0,0,133.92000000000002,1.1,0.16,0,0
2019,1,7,0,30,0,21.400000000000002,0,0,133.83,1.2000000000000002,0.16,0,0
2019,1,7,1,0,0,21.3,0,0,132.61,1.3,0.16,0,0
2019,1,7,1,30,0,21.1,0,0,130.33,1.3,0.16,0,0
2019,1,7,2,0,0,21,0,0,127.13000000000001,1.3,0.16,0,0
2019,1,7,2,30,0,20.8,0,0,123.18,1.4000000000000001,0.16,0,0
2019,1,7,3,0,0,20.700000000000003,0,0,118.62,1.4000000000000001,0.16,0,0
2019,1,7,3,30,0,20.6,0,0,113.56,1.5,0.16,0,0
2019,1,7,4,0,0,20.5,0,0,108.13,1.6,0.16,0,0
2019,1,7,4,30,0,20.5,0,0,102.4,1.7000000000000002,0.16,0,0
2019,1,7,5,0,0,20.6,0,0,96.42,1.9000000000000001,0.16,0,0
2019,1,7,5,30,0,21.200000000000003,0,0,89.79,2.4000000000000004,0.16,0,0
2019,1,7,6,0,36,21.900000000000002,287,67,83.82000000000001,2.9000000000000004,0.16,0,0
2019,1,7,6,30,59,23,496,167,77.44,3.1,0.16,0,0
2019,1,7,7,0,77,24,628,282,70.93,3.3000000000000003,0.16,0,0
2019,1,7,7,30,90,25.3,720,401,64.33,3.8000000000000003,0.16,0,0
2019,1,7,8,0,99,26.6,788,521,57.65,4.2,0.16,0,0
2019,1,7,8,30,107,27.400000000000002,836,634,50.92,4.6000000000000005,0.16,0,0
2019,1,7,9,0,113,28.3,876,742,44.14,4.9,0.16,0,0
2019,1,7,9,30,118,28.8,904,837,37.33,5.1000000000000005,0.16,0,0
2019,1,7,10,0,121,29.3,927,919,30.5,5.300000000000001,0.16,0,0
2019,1,7,10,30,124,29.6,942,987,23.64,5.300000000000001,0.16,0,0
2019,1,7,11,0,123,30,958,1040,16.77,5.4,0.16,0,0
2019,1,7,11,30,123,30.200000000000003,965,1074,9.91,5.300000000000001,0.16,0,0
2019,1,7,12,0,115,30.5,978,1092,3.17,5.2,0.16,0,0
2019,1,7,12,30,115,30.700000000000003,978,1090,4.15,5,0.16,0,0
2019,1,7,13,0,112,30.900000000000002,977,1072,10.94,4.9,0.16,0,0
2019,1,7,13,30,111,30.900000000000002,969,1033,17.8,4.7,0.16,0,0
2019,1,7,14,0,109,31,957,979,24.67,4.5,0.16,0,0
2019,1,7,14,30,106,30.900000000000002,942,910,31.53,4.3,0.16,0,0
2019,1,7,15,0,110,30.700000000000003,906,821,38.37,4.1000000000000005,0.16,0,0
2019,1,7,15,30,105,30.400000000000002,879,725,45.17,3.8000000000000003,0.16,0,0
2019,1,7,16,0,104,30.200000000000003,830,615,51.95,3.5,0.16,0,0
2019,1,7,16,30,95,29.6,779,501,58.67,3,0.16,0,0
2019,1,7,17,0,88,29,703,381,65.34,2.5,0.16,0,0
2019,1,7,17,30,74,28,604,262,71.94,1.9000000000000001,0.16,1,0
2019,1,7,18,0,58,26.900000000000002,448,148,78.44,1.3,0.16,0,0
2019,1,7,18,30,32,26.200000000000003,44,36,84.79,1.3,0.16,3,7
2019,1,7,19,0,0,25.5,0,0,91.23,1.2000000000000002,0.16,4,0
