date,Kt_mean,classification
2019-04-29,0.8014929349460502,Ensolarado
2019-04-30,0.8024419664862843,Ensolarado
2019-05-01,0.6647658052094461,Ensolarado
2019-05-02,0.49368669845260665,Parcialmente Nublado
2019-05-03,0.6856249601852995,Ensolarado
2019-05-04,0.5646660469025634,Parcialmente Ensolarado
2019-05-05,0.7415093058601664,Ensolarado
2019-05-06,0.7879003260076739,Ensolarado
2019-05-07,0.7123353908719596,Ensolarado
2019-05-08,0.7956303105959356,Ensolarado
2019-05-09,0.7909086479080318,Ensolarado
2019-05-10,0.6234270503871234,Parcialmente Ensolarado
2019-05-11,0.4824949852181323,Parcialmente Nublado
2019-05-12,0.77454607016,Ensolarado
2019-05-13,0.8164176646164839,Ensolarado
2019-05-14,0.737993400603455,Ensolarado
2019-05-15,0.474176419840308,Parcialmente Nublado
2019-05-16,0.4647641421753137,Parcialmente Nublado
2019-05-17,0.5203924815073452,Parcialmente Ensolarado
2019-05-18,0.5545572477741297,Parcialmente Ensolarado
2019-05-19,0.8669214429979258,Ensolarado
2019-05-20,0.9081843982869291,Ensolarado
2019-05-21,0.9164281409099508,Ensolarado
2019-05-22,0.9355719133133199,Ensolarado
2019-05-23,0.8809835860982865,Ensolarado
2019-05-24,0.3111792295998979,Nublado
2019-05-25,0.9215044736911712,Ensolarado
2019-05-26,0.9900345345183389,Ensolarado
2019-05-27,0.97564723632284,Ensolarado
2019-05-28,0.854553678545336,Ensolarado
2019-05-29,0.9468985980615734,Ensolarado
2019-05-30,0.9619933301882557,Ensolarado
2019-05-31,0.8105721976825102,Ensolarado
2019-06-01,0.936550984041371,Ensolarado
2019-06-02,0.8100619419499455,Ensolarado
2019-06-03,0.2679013024787176,Nublado
2019-06-04,1.0275105196928875,Ensolarado
2019-06-05,1.1224018858036524,Ensolarado
2019-06-06,1.1249255870522867,Ensolarado
2019-06-07,1.1475283177982813,Ensolarado
2019-06-08,0.9311822066447051,Ensolarado
2019-06-09,1.1655340486909649,Ensolarado
2019-06-10,1.192152252616945,Ensolarado
2019-06-11,1.1919151414191491,Ensolarado
2019-06-12,1.2125210852763006,Ensolarado
2019-06-13,1.2134637515395277,Ensolarado
2019-06-14,1.2623715210055766,Ensolarado
2019-06-15,1.2821384626901355,Ensolarado
2019-06-16,1.3083843614941484,Ensolarado
2019-06-17,1.0054745774653246,Ensolarado
2019-06-18,1.338868085865037,Ensolarado
2019-06-19,1.097516780674811,Ensolarado
2019-06-20,1.3633351847504322,Ensolarado
2019-06-21,1.3862218772662025,Ensolarado
2019-06-22,1.3762632551165108,Ensolarado
2019-06-23,1.4764248362458756,Ensolarado
2019-06-24,1.5156744035320733,Ensolarado
2019-06-25,1.4475057077324829,Ensolarado
2019-06-26,1.5179914827692007,Ensolarado
2019-06-27,1.4669557004711307,Ensolarado
2019-06-28,1.4068845334704887,Ensolarado
2019-06-29,1.590649372822124,Ensolarado
2019-06-30,1.602954256108309,Ensolarado
2019-07-01,1.5976633689155582,Ensolarado
2019-07-02,1.292277462668317,Ensolarado
2019-07-03,1.6070027575004142,Ensolarado
2019-07-04,1.2125684980743154,Ensolarado
2019-07-05,1.1487870039724941,Ensolarado
2019-07-06,1.7427870474526659,Ensolarado
2019-07-07,1.7482644800482818,Ensolarado
2019-07-08,1.7099887466996115,Ensolarado
2019-07-09,1.6919685746496136,Ensolarado
2019-07-10,1.664403308220887,Ensolarado
2019-07-11,1.6518125423820527,Ensolarado
2019-07-12,1.627981575510404,Ensolarado
2019-07-13,1.5484599414979625,Ensolarado
2019-07-14,1.537881401187842,Ensolarado
2019-07-15,1.4890333312906265,Ensolarado
2019-07-16,1.4058091801445896,Ensolarado
2019-07-17,1.404273535620053,Ensolarado
2019-07-18,1.404457885893775,Ensolarado
2019-07-19,1.3505614862782134,Ensolarado
2019-07-20,1.3871568056013106,Ensolarado
2019-07-21,1.2280940786166126,Ensolarado
2019-07-22,0.9061834955129573,Ensolarado
2019-07-23,1.310993871112893,Ensolarado
2019-07-24,1.2926806948758314,Ensolarado
2019-07-25,1.1410810083666139,Ensolarado
2019-07-26,1.2070797658551407,Ensolarado
2019-07-27,1.1903331254796021,Ensolarado
2019-07-28,1.2066494345789172,Ensolarado
2019-07-29,0.9582083451574718,Ensolarado
2019-07-30,1.0556402135780407,Ensolarado
2019-07-31,1.1370698456805373,Ensolarado
2019-08-01,1.1185888381202618,Ensolarado
2019-08-02,1.0564820928584886,Ensolarado
2019-08-03,0.400579581454253,Parcialmente Nublado
2019-08-04,0.13655552885913533,Nublado
2019-08-05,0.6295435205472066,Parcialmente Ensolarado
2019-08-06,0.6151164494772724,Parcialmente Ensolarado
2019-08-07,0.951263674500834,Ensolarado
2019-08-08,0.9853329502126904,Ensolarado
2019-08-09,0.9826438812713204,Ensolarado
2019-08-10,0.9602055951459829,Ensolarado
2019-08-11,0.9318241594547092,Ensolarado
2019-08-12,0.9223423626329978,Ensolarado
