,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1530,1.8397823174794514,0.019237936339603186,0.04904890060424805,0.003113161330685706,0.0,20.0,sqrt,6.0,2,4,300,"{'ccp_alpha': 0, 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 300}",-0.0804720340766248,-0.06124720779335859,-0.06184762809150858,-0.06785562332049733,0.00892451647276962,1225
3567,8.773418664932251,0.68738323578918,0.05056452751159668,0.011687146266101818,0.01,,,10.0,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3507,4.095436731974284,0.26547069917950655,0.04358895619710287,0.007414791053295752,0.01,,,2.0,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3559,6.996354897816976,0.47601209462410266,0.08582011858622234,0.05413210011620303,0.01,,,6.0,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3555,6.605364799499512,0.039707213717983476,0.04678789774576823,0.0017098983050373392,0.01,,,6.0,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3499,4.224535226821899,0.1092937224566409,0.04785736401875814,0.0018770421762488508,0.01,,,2.0,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3495,4.18527094523112,0.015874782448670098,0.050194899241129555,0.013770742101729995,0.01,,,2.0,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3491,15.036468029022217,1.7736308182325877,0.04696536064147949,0.01000390801786404,0.01,,,,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3487,15.898754040400187,1.720744794263293,0.05128630002339681,0.0019463472233406352,0.01,,,,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3483,16.558462699254353,1.1405974910638914,0.04449280103047689,0.005622021822340008,0.01,,,,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3479,16.178544839223225,1.9358237266958176,0.03818225860595703,0.005991544971462507,0.01,,,,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3475,22.64442841211955,3.817827885262344,0.08434693018595378,0.0006594645926249436,0.01,,,,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3471,19.74586780865987,3.4685445077851833,0.07919939359029134,0.03333900859242441,0.01,,,,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3467,15.65024216969808,1.9000002214534273,0.047266244888305664,0.001219253421160469,0.01,,,,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3463,16.71922246615092,1.9105895724953479,0.04777979850769043,0.0011880388626068555,0.01,,,,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3459,19.288086652755737,2.3303840352206464,0.051779588063557945,0.00417129723890531,0.01,,,,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3511,3.8901084264119468,0.035711992230451635,0.04864279429117838,0.0019541871788430953,0.01,,,2.0,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3515,4.040785392125447,0.07407427256585508,0.057084242502848305,0.0036473981174795986,0.01,,,2.0,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3519,3.9586965243021646,0.066982583235154,0.04565612475077311,0.008500518039016015,0.01,,,2.0,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3523,4.147804180781047,0.08119404517994484,0.05198335647583008,0.0014692615043957772,0.01,,,2.0,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3527,4.321769158045451,0.118883535725827,0.049550771713256836,0.0037266915369030132,0.01,,,2.0,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3531,6.7991943359375,0.16768334349919276,0.05101784070332845,0.0012916930158941163,0.01,,,6.0,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3535,7.003020286560059,0.18566392906797574,0.04067476590474447,0.006857528757542346,0.01,,,6.0,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3539,6.881566445032756,0.1929868998417399,0.04567058881123861,0.006651930544856238,0.01,,,6.0,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3503,4.3083516756693525,0.22638383962960343,0.038750251134236656,0.008210198073266483,0.01,,,2.0,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3543,6.9822304248809814,0.1657228521176731,0.04728881518046061,0.011355262838143667,0.01,,,6.0,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3547,6.953186511993408,0.1842411112652622,0.04947702089945475,0.01145528278171073,0.01,,,6.0,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3551,6.907245874404907,0.28788979797135006,0.058827877044677734,0.019713300338537746,0.01,,,6.0,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3563,6.790830214818318,0.03130469462832724,0.04406181971232096,0.00515592150037713,0.01,,,6.0,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4351,12.859969218571981,1.719041465524096,0.041648308436075844,0.007366539994797097,0.01,10.0,,,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
3571,8.2958136399587,0.7347177857596654,0.0488283634185791,0.0027762972665332426,0.01,,,10.0,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': None, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4371,4.232425292332967,0.03954894569964249,0.040721893310546875,0.00262374546051139,0.01,10.0,,2.0,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4411,6.878135124842326,0.12860118312175967,0.04496010144551595,0.009783146989455899,0.01,10.0,,6.0,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4407,6.824692408243815,0.38061209682992103,0.054027398427327476,0.008451977754217476,0.01,10.0,,6.0,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4403,6.745757579803467,0.2093985623989609,0.05440068244934082,0.021481829610764495,0.01,10.0,,6.0,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4399,6.909593820571899,0.19602286086920526,0.05138381322224935,0.0067388251876165026,0.01,10.0,,6.0,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4395,6.942408641179402,0.07125927528092758,0.04022399584452311,0.009937064104691922,0.01,10.0,,6.0,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4391,4.529020229975383,0.17089244866110453,0.05288290977478027,0.007047880848282243,0.01,10.0,,2.0,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4387,4.092766125996907,0.11433625434117045,0.04000258445739746,0.010897293416750673,0.01,10.0,,2.0,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4383,4.113359610239665,0.07480693827403756,0.05174112319946289,0.009785134026248001,0.01,10.0,,2.0,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4379,4.084372917811076,0.034936422780157204,0.04892913500467936,0.007554702768309069,0.01,10.0,,2.0,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4375,4.109589576721191,0.06493318009749174,0.06105311711629232,0.010442638958055948,0.01,10.0,,2.0,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4367,4.065802335739136,0.5283987536855549,0.04337167739868164,0.011069302023669939,0.01,10.0,,2.0,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4027,7.823168754577637,0.352900041852011,0.04929248491923014,0.0009180852455908544,0.01,5.0,,10.0,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': 5, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4363,3.6408182779947915,0.05961801121131926,0.04646118481953939,0.004272081368254675,0.01,10.0,,2.0,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4359,3.867391347885132,0.07469280981301216,0.04915698369344076,0.015657564981839112,0.01,10.0,,2.0,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4355,12.940531730651855,1.5585938381063007,0.04288252194722494,0.008387192801193205,0.01,10.0,,,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4347,12.907238324483236,1.7111332869995837,0.04326748847961426,0.00257612443824503,0.01,10.0,,,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4343,13.41849915186564,1.6131924718831032,0.036441961924235024,0.007361931399760531,0.01,10.0,,,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4339,13.527260382970175,1.4905748675989916,0.05161714553833008,0.007705399981238748,0.01,10.0,,,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4335,13.720391352971395,1.6952482272773066,0.04839944839477539,0.0021732604649769634,0.01,10.0,,,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4331,13.418367544809977,1.5285441272173919,0.0416564146677653,0.007363841176668663,0.01,10.0,,,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4327,13.568021535873413,1.733548801774022,0.036445299784342446,0.007366653204300922,0.01,10.0,,,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4323,13.713225523630777,1.8752404840723085,0.036449432373046875,0.007363223032540444,0.01,10.0,,,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4415,7.62987740834554,0.7286226694071938,0.04917589823404948,0.001647900057215619,0.01,10.0,,6.0,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4419,6.98372236887614,0.060862556776105504,0.048828442891438804,0.0030367713650973397,0.01,10.0,,6.0,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4423,7.444573958714803,0.2769871981857425,0.04424118995666504,0.007506027011577396,0.01,10.0,,6.0,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4799,3.924506107966105,0.021706347207352775,0.047926743825276695,0.0021360723095391484,0.01,20.0,,2.0,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': 20, 'max_features': None, 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4763,15.719439427057901,1.9629078001619307,0.04616411526997884,0.0005982474802067453,0.01,20.0,,,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': 20, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4759,16.60436224937439,1.9953607516186471,0.045389811197916664,0.0015377520809266687,0.01,20.0,,,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': 20, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4755,18.669823090235393,1.943392375102691,0.05214484532674154,0.001714450494476467,0.01,20.0,,,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': 20, 'max_features': None, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4463,7.91117787361145,0.46239682106565394,0.047722180684407554,0.0006151099947603615,0.01,10.0,,10.0,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4459,7.893289407094319,0.4411130770320824,0.05052026112874349,0.0025809296083875253,0.01,10.0,,10.0,4,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4455,7.8684572378794355,0.4928203481553382,0.048803091049194336,0.0023788957638755047,0.01,10.0,,10.0,4,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4451,7.863348563512166,0.438477611768204,0.04529984792073568,0.0014661254436849464,0.01,10.0,,10.0,2,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4447,8.031922260920206,0.4509721892465028,0.047922770182291664,0.0012501647636868076,0.01,10.0,,10.0,2,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4443,8.341803550720215,0.2032131240068694,0.04810492197672526,0.0019492081433469593,0.01,10.0,,10.0,2,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4439,8.89901336034139,0.829673626239356,0.0614012082417806,0.005863369840951615,0.01,10.0,,10.0,1,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4435,8.21989623705546,0.5502436584924284,0.04183014233907064,0.009987521351036865,0.01,10.0,,10.0,1,4,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4431,8.445614337921143,0.3609388277223437,0.048082192738850914,0.0017462091663286248,0.01,10.0,,10.0,1,2,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
4427,6.894219001134236,0.21923831468101507,0.04884171485900879,0.0013975031191801755,0.01,10.0,,6.0,4,6,500,"{'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': None, 'max_leaf_nodes': 6, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 500}",-0.08504306563019025,-0.08411858312898811,-0.08269723629989914,-0.08395296168635917,0.0009648148901585132,1297
