,Year,Month,Day,Hour,Minute,DHI,Temperature,Wind Speed,Solar Zenith Angle,Surface Albedo,GHI,DNI,datetime,datetime_utc,datetime_local,Kt,date,daily_kt
0,2019,1,1,0,0,0,21.6,0.9,134.75,0.17,0,0,2019-01-01 00:00:00,2019-01-01 00:00:00+00:00,2018-12-31 22:00:00-02:00,,2018-12-31,
1,2019,1,1,0,30,0,21.3,0.8,134.78,0.17,0,0,2019-01-01 00:30:00,2019-01-01 00:30:00+00:00,2018-12-31 22:30:00-02:00,,2018-12-31,
2,2019,1,1,1,0,0,21.0,0.7000000000000001,133.66,0.17,0,0,2019-01-01 01:00:00,2019-01-01 01:00:00+00:00,2018-12-31 23:00:00-02:00,,2018-12-31,
3,2019,1,1,1,30,0,20.9,0.6000000000000001,131.45,0.17,0,0,2019-01-01 01:30:00,2019-01-01 01:30:00+00:00,2018-12-31 23:30:00-02:00,,2018-12-31,
4,2019,1,1,2,0,0,20.700000000000003,0.6000000000000001,128.3,0.17,0,0,2019-01-01 02:00:00,2019-01-01 02:00:00+00:00,2019-01-01 00:00:00-02:00,,2019-01-01,
5,2019,1,1,2,30,0,20.6,0.5,124.36,0.17,0,0,2019-01-01 02:30:00,2019-01-01 02:30:00+00:00,2019-01-01 00:30:00-02:00,,2019-01-01,
6,2019,1,1,3,0,0,20.5,0.5,119.8,0.17,0,0,2019-01-01 03:00:00,2019-01-01 03:00:00+00:00,2019-01-01 01:00:00-02:00,,2019-01-01,
7,2019,1,1,3,30,0,20.5,0.5,114.73,0.17,0,0,2019-01-01 03:30:00,2019-01-01 03:30:00+00:00,2019-01-01 01:30:00-02:00,,2019-01-01,
8,2019,1,1,4,0,0,20.5,0.5,109.28,0.17,0,0,2019-01-01 04:00:00,2019-01-01 04:00:00+00:00,2019-01-01 02:00:00-02:00,,2019-01-01,
9,2019,1,1,4,30,0,20.6,0.4,103.53,0.17,0,0,2019-01-01 04:30:00,2019-01-01 04:30:00+00:00,2019-01-01 02:30:00-02:00,,2019-01-01,
10,2019,1,1,5,0,0,20.700000000000003,0.4,97.53,0.17,0,0,2019-01-01 05:00:00,2019-01-01 05:00:00+00:00,2019-01-01 03:00:00-02:00,,2019-01-01,
11,2019,1,1,5,30,0,21.6,0.4,91.35,0.17,0,0,2019-01-01 05:30:00,2019-01-01 05:30:00+00:00,2019-01-01 03:30:00-02:00,,2019-01-01,
12,2019,1,1,6,0,32,22.5,0.5,84.86,0.17,52,220,2019-01-01 06:00:00,2019-01-01 06:00:00+00:00,2019-01-01 04:00:00-02:00,,2019-01-01,
13,2019,1,1,6,30,60,23.8,0.8,78.47,0.17,149,446,2019-01-01 06:30:00,2019-01-01 06:30:00+00:00,2019-01-01 04:30:00-02:00,,2019-01-01,
14,2019,1,1,7,0,75,25.200000000000003,1.2000000000000002,71.94,0.17,264,607,2019-01-01 07:00:00,2019-01-01 07:00:00+00:00,2019-01-01 05:00:00-02:00,,2019-01-01,
15,2019,1,1,7,30,89,26.3,1.6,65.31,0.17,383,703,2019-01-01 07:30:00,2019-01-01 07:30:00+00:00,2019-01-01 05:30:00-02:00,,2019-01-01,
16,2019,1,1,8,0,238,27.5,1.9,58.620000000000005,0.17,293,106,2019-01-01 08:00:00,2019-01-01 08:00:00+00:00,2019-01-01 06:00:00-02:00,,2019-01-01,
17,2019,1,1,8,30,75,28.3,2.0,51.86,0.17,75,0,2019-01-01 08:30:00,2019-01-01 08:30:00+00:00,2019-01-01 06:30:00-02:00,5.311346410394468,2019-01-01,
18,2019,1,1,9,0,138,29.1,2.1,45.07,0.17,138,0,2019-01-01 09:00:00,2019-01-01 09:00:00+00:00,2019-01-01 07:00:00-02:00,0.8156256106197173,2019-01-01,
19,2019,1,1,9,30,306,29.700000000000003,2.1,38.23,0.17,325,24,2019-01-01 09:30:00,2019-01-01 09:30:00+00:00,2019-01-01 07:30:00-02:00,0.9995167915815105,2019-01-01,
20,2019,1,1,10,0,374,30.4,2.1,31.37,0.17,406,38,2019-01-01 10:00:00,2019-01-01 10:00:00+00:00,2019-01-01 08:00:00-02:00,0.8469994303795289,2019-01-01,
21,2019,1,1,10,30,326,30.8,2.1,24.49,0.17,344,20,2019-01-01 10:30:00,2019-01-01 10:30:00+00:00,2019-01-01 08:30:00-02:00,0.5468088755114175,2019-01-01,
22,2019,1,1,11,0,263,31.3,2.0,17.59,0.17,278,15,2019-01-01 11:00:00,2019-01-01 11:00:00+00:00,2019-01-01 09:00:00-02:00,0.3601539487138535,2019-01-01,
23,2019,1,1,11,30,399,31.6,2.0,10.7,0.17,425,27,2019-01-01 11:30:00,2019-01-01 11:30:00+00:00,2019-01-01 09:30:00-02:00,0.469478672018864,2019-01-01,
24,2019,1,1,12,0,352,31.8,2.0,3.85,0.17,373,20,2019-01-01 12:00:00,2019-01-01 12:00:00+00:00,2019-01-01 10:00:00-02:00,0.363220177826001,2019-01-01,
25,2019,1,1,12,30,551,32.0,1.9,3.3200000000000003,0.17,713,162,2019-01-01 12:30:00,2019-01-01 12:30:00+00:00,2019-01-01 10:30:00-02:00,0.628299811639642,2019-01-01,
26,2019,1,1,13,0,472,32.1,1.9,10.15,0.17,886,421,2019-01-01 13:00:00,2019-01-01 13:00:00+00:00,2019-01-01 11:00:00-02:00,0.7220490288188369,2019-01-01,
27,2019,1,1,13,30,120,32.1,1.8,17.05,0.17,1024,945,2019-01-01 13:30:00,2019-01-01 13:30:00+00:00,2019-01-01 11:30:00-02:00,0.7864148637161706,2019-01-01,
28,2019,1,1,14,0,472,32.0,1.8,23.95,0.17,753,307,2019-01-01 14:00:00,2019-01-01 14:00:00+00:00,2019-01-01 12:00:00-02:00,0.5542188780171464,2019-01-01,
29,2019,1,1,14,30,354,31.700000000000003,1.7000000000000002,30.83,0.17,380,30,2019-01-01 14:30:00,2019-01-01 14:30:00+00:00,2019-01-01 12:30:00-02:00,0.27225168635405583,2019-01-01,
30,2019,1,1,15,0,127,31.3,1.7000000000000002,37.7,0.17,813,867,2019-01-01 15:00:00,2019-01-01 15:00:00+00:00,2019-01-01 13:00:00-02:00,0.5754646565960102,2019-01-01,
31,2019,1,1,15,30,121,30.700000000000003,1.7000000000000002,44.53,0.17,718,837,2019-01-01 15:30:00,2019-01-01 15:30:00+00:00,2019-01-01 13:30:00-02:00,0.5094403833028321,2019-01-01,
32,2019,1,1,16,0,295,30.0,1.7000000000000002,51.34,0.17,458,261,2019-01-01 16:00:00,2019-01-01 16:00:00+00:00,2019-01-01 14:00:00-02:00,0.33052385409540896,2019-01-01,
33,2019,1,1,16,30,198,29.200000000000003,1.7000000000000002,58.09,0.17,439,455,2019-01-01 16:30:00,2019-01-01 16:30:00+00:00,2019-01-01 14:30:00-02:00,0.3271128476088094,2019-01-01,
34,2019,1,1,17,0,8,28.5,1.7000000000000002,64.8,0.17,8,0,2019-01-01 17:00:00,2019-01-01 17:00:00+00:00,2019-01-01 15:00:00-02:00,0.006253755592563963,2019-01-01,
35,2019,1,1,17,30,122,27.4,1.4,71.43,0.17,131,27,2019-01-01 17:30:00,2019-01-01 17:30:00+00:00,2019-01-01 15:30:00-02:00,0.1093203488614699,2019-01-01,
36,2019,1,1,18,0,36,26.4,1.2000000000000002,77.98,0.17,36,0,2019-01-01 18:00:00,2019-01-01 18:00:00+00:00,2019-01-01 16:00:00-02:00,0.03270726663905623,2019-01-01,
37,2019,1,1,18,30,17,25.700000000000003,1.2000000000000002,84.38,0.17,17,0,2019-01-01 18:30:00,2019-01-01 18:30:00+00:00,2019-01-01 16:30:00-02:00,0.017206828694631287,2019-01-01,
38,2019,1,1,19,0,0,24.9,1.1,90.87,0.17,0,0,2019-01-01 19:00:00,2019-01-01 19:00:00+00:00,2019-01-01 17:00:00-02:00,0.0,2019-01-01,
39,2019,1,1,19,30,0,24.6,1.1,97.07,0.17,0,0,2019-01-01 19:30:00,2019-01-01 19:30:00+00:00,2019-01-01 17:30:00-02:00,0.0,2019-01-01,
40,2019,1,1,20,0,0,24.3,1.2000000000000002,103.09,0.17,0,0,2019-01-01 20:00:00,2019-01-01 20:00:00+00:00,2019-01-01 18:00:00-02:00,0.0,2019-01-01,
41,2019,1,1,20,30,0,24.3,1.2000000000000002,108.87,0.17,0,0,2019-01-01 20:30:00,2019-01-01 20:30:00+00:00,2019-01-01 18:30:00-02:00,0.0,2019-01-01,
42,2019,1,1,21,0,0,23.700000000000003,1.1,114.36,0.17,0,0,2019-01-01 21:00:00,2019-01-01 21:00:00+00:00,2019-01-01 19:00:00-02:00,0.0,2019-01-01,
43,2019,1,1,21,30,0,23.5,1.0,119.46,0.17,0,0,2019-01-01 21:30:00,2019-01-01 21:30:00+00:00,2019-01-01 19:30:00-02:00,0.0,2019-01-01,
44,2019,1,1,22,0,0,23.3,0.9,124.08,0.17,0,0,2019-01-01 22:00:00,2019-01-01 22:00:00+00:00,2019-01-01 20:00:00-02:00,,2019-01-01,
45,2019,1,1,22,30,0,23.1,0.9,128.08,0.17,0,0,2019-01-01 22:30:00,2019-01-01 22:30:00+00:00,2019-01-01 20:30:00-02:00,,2019-01-01,
46,2019,1,1,23,0,0,22.9,0.8,131.3,0.17,0,0,2019-01-01 23:00:00,2019-01-01 23:00:00+00:00,2019-01-01 21:00:00-02:00,,2019-01-01,
47,2019,1,1,23,30,0,22.700000000000003,0.7000000000000001,133.6,0.17,0,0,2019-01-01 23:30:00,2019-01-01 23:30:00+00:00,2019-01-01 21:30:00-02:00,,2019-01-01,
48,2019,1,2,0,0,0,22.6,0.6000000000000001,134.82,0.17,0,0,2019-01-02 00:00:00,2019-01-02 00:00:00+00:00,2019-01-01 22:00:00-02:00,,2019-01-01,
49,2019,1,2,0,30,0,22.4,0.6000000000000001,134.88,0.17,0,0,2019-01-02 00:30:00,2019-01-02 00:30:00+00:00,2019-01-01 22:30:00-02:00,,2019-01-01,
50,2019,1,2,1,0,0,22.200000000000003,0.6000000000000001,133.77,0.17,0,0,2019-01-02 01:00:00,2019-01-02 01:00:00+00:00,2019-01-01 23:00:00-02:00,,2019-01-01,
51,2019,1,2,1,30,0,22.1,0.5,131.57,0.17,0,0,2019-01-02 01:30:00,2019-01-02 01:30:00+00:00,2019-01-01 23:30:00-02:00,,2019-01-01,
52,2019,1,2,2,0,0,21.9,0.5,128.43,0.17,0,0,2019-01-02 02:00:00,2019-01-02 02:00:00+00:00,2019-01-02 00:00:00-02:00,,2019-01-02,
53,2019,1,2,2,30,0,21.700000000000003,0.5,124.5,0.17,0,0,2019-01-02 02:30:00,2019-01-02 02:30:00+00:00,2019-01-02 00:30:00-02:00,,2019-01-02,
54,2019,1,2,3,0,0,21.5,0.5,119.93,0.17,0,0,2019-01-02 03:00:00,2019-01-02 03:00:00+00:00,2019-01-02 01:00:00-02:00,,2019-01-02,
55,2019,1,2,3,30,0,21.4,0.6000000000000001,114.87,0.17,0,0,2019-01-02 03:30:00,2019-01-02 03:30:00+00:00,2019-01-02 01:30:00-02:00,,2019-01-02,
56,2019,1,2,4,0,0,21.200000000000003,0.6000000000000001,109.42,0.17,0,0,2019-01-02 04:00:00,2019-01-02 04:00:00+00:00,2019-01-02 02:00:00-02:00,,2019-01-02,
57,2019,1,2,4,30,0,21.200000000000003,0.7000000000000001,103.66,0.17,0,0,2019-01-02 04:30:00,2019-01-02 04:30:00+00:00,2019-01-02 02:30:00-02:00,,2019-01-02,
58,2019,1,2,5,0,0,21.200000000000003,0.8,97.67,0.17,0,0,2019-01-02 05:00:00,2019-01-02 05:00:00+00:00,2019-01-02 03:00:00-02:00,,2019-01-02,
59,2019,1,2,5,30,0,21.6,1.1,91.48,0.17,0,0,2019-01-02 05:30:00,2019-01-02 05:30:00+00:00,2019-01-02 03:30:00-02:00,,2019-01-02,
60,2019,1,2,6,0,29,22.1,1.4,84.99,0.17,52,258,2019-01-02 06:00:00,2019-01-02 06:00:00+00:00,2019-01-02 04:00:00-02:00,,2019-01-02,
61,2019,1,2,6,30,52,22.9,1.6,78.60000000000001,0.17,147,484,2019-01-02 06:30:00,2019-01-02 06:30:00+00:00,2019-01-02 04:30:00-02:00,,2019-01-02,
62,2019,1,2,7,0,66,23.8,1.7000000000000002,72.07000000000001,0.17,261,634,2019-01-02 07:00:00,2019-01-02 07:00:00+00:00,2019-01-02 05:00:00-02:00,,2019-01-02,
63,2019,1,2,7,30,78,25.1,2.0,65.44,0.17,380,727,2019-01-02 07:30:00,2019-01-02 07:30:00+00:00,2019-01-02 05:30:00-02:00,,2019-01-02,
64,2019,1,2,8,0,85,26.3,2.3000000000000003,58.74,0.17,498,796,2019-01-02 08:00:00,2019-01-02 08:00:00+00:00,2019-01-02 06:00:00-02:00,,2019-01-02,
65,2019,1,2,8,30,268,27.3,2.4000000000000004,51.99,0.17,492,363,2019-01-02 08:30:00,2019-01-02 08:30:00+00:00,2019-01-02 06:30:00-02:00,45.548973789124226,2019-01-02,
66,2019,1,2,9,0,99,28.3,2.6,45.19,0.17,717,877,2019-01-02 09:00:00,2019-01-02 09:00:00+00:00,2019-01-02 07:00:00-02:00,4.320829362284906,2019-01-02,
67,2019,1,2,9,30,105,29.0,2.6,38.35,0.17,814,904,2019-01-02 09:30:00,2019-01-02 09:30:00+00:00,2019-01-02 07:30:00-02:00,2.527877164775508,2019-01-02,
68,2019,1,2,10,0,109,29.6,2.7,31.49,0.17,897,925,2019-01-02 10:00:00,2019-01-02 10:00:00+00:00,2019-01-02 08:00:00-02:00,1.8831108113565362,2019-01-02,
69,2019,1,2,10,30,112,30.0,2.7,24.6,0.17,966,940,2019-01-02 10:30:00,2019-01-02 10:30:00+00:00,2019-01-02 08:30:00-02:00,1.5424128690831114,2019-01-02,
70,2019,1,2,11,0,113,30.5,2.7,17.7,0.17,1020,951,2019-01-02 11:00:00,2019-01-02 11:00:00+00:00,2019-01-02 09:00:00-02:00,1.3258795794995857,2019-01-02,
71,2019,1,2,11,30,540,30.700000000000003,2.7,10.8,0.17,734,198,2019-01-02 11:30:00,2019-01-02 11:30:00+00:00,2019-01-02 09:30:00-02:00,0.8129172415246074,2019-01-02,
72,2019,1,2,12,0,551,31.0,2.7,3.94,0.17,727,176,2019-01-02 12:00:00,2019-01-02 12:00:00+00:00,2019-01-02 10:00:00-02:00,0.7093605067205123,2019-01-02,
73,2019,1,2,12,30,484,31.1,2.6,3.19,0.17,889,406,2019-01-02 12:30:00,2019-01-02 12:30:00+00:00,2019-01-02 10:30:00-02:00,0.7846065464895802,2019-01-02,
74,2019,1,2,13,0,542,31.200000000000003,2.5,10.04,0.17,716,176,2019-01-02 13:00:00,2019-01-02 13:00:00+00:00,2019-01-02 11:00:00-02:00,0.584191381656274,2019-01-02,
75,2019,1,2,13,30,311,31.200000000000003,2.4000000000000004,16.94,0.17,328,18,2019-01-02 13:30:00,2019-01-02 13:30:00+00:00,2019-01-02 11:30:00-02:00,0.2521129615388966,2019-01-02,
76,2019,1,2,14,0,417,31.200000000000003,2.3000000000000003,23.85,0.17,456,43,2019-01-02 14:00:00,2019-01-02 14:00:00+00:00,2019-01-02 12:00:00-02:00,0.33581336238040965,2019-01-02,
77,2019,1,2,14,30,296,31.1,2.2,30.73,0.17,311,18,2019-01-02 14:30:00,2019-01-02 14:30:00+00:00,2019-01-02 12:30:00-02:00,0.22288619098080245,2019-01-02,
78,2019,1,2,15,0,300,30.9,2.1,37.6,0.17,317,22,2019-01-02 15:00:00,2019-01-02 15:00:00+00:00,2019-01-02 13:00:00-02:00,0.224398644289118,2019-01-02,
79,2019,1,2,15,30,340,30.6,2.0,44.44,0.17,396,78,2019-01-02 15:30:00,2019-01-02 15:30:00+00:00,2019-01-02 13:30:00-02:00,0.2809306636425333,2019-01-02,
80,2019,1,2,16,0,271,30.3,1.9,51.25,0.17,507,377,2019-01-02 16:00:00,2019-01-02 16:00:00+00:00,2019-01-02 14:00:00-02:00,0.3657506152425368,2019-01-02,
81,2019,1,2,16,30,229,29.700000000000003,1.6,58.01,0.17,396,315,2019-01-02 16:30:00,2019-01-02 16:30:00+00:00,2019-01-02 14:30:00-02:00,0.29489873663430066,2019-01-02,
82,2019,1,2,17,0,187,29.1,1.3,64.72,0.17,233,106,2019-01-02 17:00:00,2019-01-02 17:00:00+00:00,2019-01-02 15:00:00-02:00,0.18199266549016022,2019-01-02,
83,2019,1,2,17,30,133,28.1,1.1,71.36,0.17,170,116,2019-01-02 17:30:00,2019-01-02 17:30:00+00:00,2019-01-02 15:30:00-02:00,0.14171718753416201,2019-01-02,
84,2019,1,2,18,0,81,27.1,0.8,77.91,0.17,105,111,2019-01-02 18:00:00,2019-01-02 18:00:00+00:00,2019-01-02 16:00:00-02:00,0.09527130508203971,2019-01-02,
85,2019,1,2,18,30,32,26.200000000000003,0.7000000000000001,84.32000000000001,0.17,60,286,2019-01-02 18:30:00,2019-01-02 18:30:00+00:00,2019-01-02 16:30:00-02:00,0.0606325327812719,2019-01-02,
86,2019,1,2,19,0,0,25.4,0.6000000000000001,90.26,0.17,0,0,2019-01-02 19:00:00,2019-01-02 19:00:00+00:00,2019-01-02 17:00:00-02:00,0.0,2019-01-02,
87,2019,1,2,19,30,0,25.0,0.7000000000000001,97.02,0.17,0,0,2019-01-02 19:30:00,2019-01-02 19:30:00+00:00,2019-01-02 17:30:00-02:00,0.0,2019-01-02,
88,2019,1,2,20,0,0,24.700000000000003,0.7000000000000001,103.05,0.17,0,0,2019-01-02 20:00:00,2019-01-02 20:00:00+00:00,2019-01-02 18:00:00-02:00,0.0,2019-01-02,
89,2019,1,2,20,30,0,24.700000000000003,0.7000000000000001,108.84,0.17,0,0,2019-01-02 20:30:00,2019-01-02 20:30:00+00:00,2019-01-02 18:30:00-02:00,0.0,2019-01-02,
90,2019,1,2,21,0,0,24.1,0.7000000000000001,114.33,0.17,0,0,2019-01-02 21:00:00,2019-01-02 21:00:00+00:00,2019-01-02 19:00:00-02:00,0.0,2019-01-02,
91,2019,1,2,21,30,0,23.8,0.7000000000000001,119.45,0.17,0,0,2019-01-02 21:30:00,2019-01-02 21:30:00+00:00,2019-01-02 19:30:00-02:00,0.0,2019-01-02,
92,2019,1,2,22,0,0,23.6,0.7000000000000001,124.08,0.17,0,0,2019-01-02 22:00:00,2019-01-02 22:00:00+00:00,2019-01-02 20:00:00-02:00,,2019-01-02,
93,2019,1,2,22,30,0,23.3,0.7000000000000001,128.09,0.17,0,0,2019-01-02 22:30:00,2019-01-02 22:30:00+00:00,2019-01-02 20:30:00-02:00,,2019-01-02,
94,2019,1,2,23,0,0,23.1,0.7000000000000001,131.34,0.17,0,0,2019-01-02 23:00:00,2019-01-02 23:00:00+00:00,2019-01-02 21:00:00-02:00,,2019-01-02,
95,2019,1,2,23,30,0,22.8,0.7000000000000001,133.66,0.17,0,0,2019-01-02 23:30:00,2019-01-02 23:30:00+00:00,2019-01-02 21:30:00-02:00,,2019-01-02,
96,2019,1,3,0,0,0,22.6,0.8,134.9,0.17,0,0,2019-01-03 00:00:00,2019-01-03 00:00:00+00:00,2019-01-02 22:00:00-02:00,,2019-01-02,
97,2019,1,3,0,30,0,22.4,0.8,134.98,0.17,0,0,2019-01-03 00:30:00,2019-01-03 00:30:00+00:00,2019-01-02 22:30:00-02:00,,2019-01-02,
98,2019,1,3,1,0,0,22.200000000000003,0.8,133.88,0.17,0,0,2019-01-03 01:00:00,2019-01-03 01:00:00+00:00,2019-01-02 23:00:00-02:00,,2019-01-02,
99,2019,1,3,1,30,0,22.0,0.8,131.7,0.17,0,0,2019-01-03 01:30:00,2019-01-03 01:30:00+00:00,2019-01-02 23:30:00-02:00,,2019-01-02,
100,2019,1,3,2,0,0,21.9,0.8,128.56,0.17,0,0,2019-01-03 02:00:00,2019-01-03 02:00:00+00:00,2019-01-03 00:00:00-02:00,,2019-01-03,
101,2019,1,3,2,30,0,21.700000000000003,0.9,124.63,0.17,0,0,2019-01-03 02:30:00,2019-01-03 02:30:00+00:00,2019-01-03 00:30:00-02:00,,2019-01-03,
102,2019,1,3,3,0,0,21.5,0.9,120.07,0.17,0,0,2019-01-03 03:00:00,2019-01-03 03:00:00+00:00,2019-01-03 01:00:00-02:00,,2019-01-03,
103,2019,1,3,3,30,0,21.4,0.9,115.01,0.17,0,0,2019-01-03 03:30:00,2019-01-03 03:30:00+00:00,2019-01-03 01:30:00-02:00,,2019-01-03,
104,2019,1,3,4,0,0,21.200000000000003,0.9,109.56,0.17,0,0,2019-01-03 04:00:00,2019-01-03 04:00:00+00:00,2019-01-03 02:00:00-02:00,,2019-01-03,
105,2019,1,3,4,30,0,21.1,0.9,103.8,0.17,0,0,2019-01-03 04:30:00,2019-01-03 04:30:00+00:00,2019-01-03 02:30:00-02:00,,2019-01-03,
106,2019,1,3,5,0,0,21.0,0.9,97.81,0.17,0,0,2019-01-03 05:00:00,2019-01-03 05:00:00+00:00,2019-01-03 03:00:00-02:00,,2019-01-03,
107,2019,1,3,5,30,0,21.8,1.3,91.62,0.17,0,0,2019-01-03 05:30:00,2019-01-03 05:30:00+00:00,2019-01-03 03:30:00-02:00,,2019-01-03,
108,2019,1,3,6,0,30,22.6,1.7000000000000002,85.12,0.17,34,44,2019-01-03 06:00:00,2019-01-03 06:00:00+00:00,2019-01-03 04:00:00-02:00,,2019-01-03,
109,2019,1,3,6,30,73,23.9,1.8,78.74,0.17,108,178,2019-01-03 06:30:00,2019-01-03 06:30:00+00:00,2019-01-03 04:30:00-02:00,,2019-01-03,
110,2019,1,3,7,0,121,25.200000000000003,1.9,72.2,0.17,192,233,2019-01-03 07:00:00,2019-01-03 07:00:00+00:00,2019-01-03 05:00:00-02:00,,2019-01-03,
111,2019,1,3,7,30,82,26.5,2.1,65.57000000000001,0.17,376,711,2019-01-03 07:30:00,2019-01-03 07:30:00+00:00,2019-01-03 05:30:00-02:00,,2019-01-03,
112,2019,1,3,8,0,92,27.9,2.3000000000000003,58.870000000000005,0.17,493,776,2019-01-03 08:00:00,2019-01-03 08:00:00+00:00,2019-01-03 06:00:00-02:00,,2019-01-03,
113,2019,1,3,8,30,100,28.700000000000003,2.5,52.11,0.17,607,825,2019-01-03 08:30:00,2019-01-03 08:30:00+00:00,2019-01-03 06:30:00-02:00,81.7282732776418,2019-01-03,
114,2019,1,3,9,0,105,29.6,2.6,45.31,0.17,714,865,2019-01-03 09:00:00,2019-01-03 09:00:00+00:00,2019-01-03 07:00:00-02:00,4.390156376848124,2019-01-03,
115,2019,1,3,9,30,111,30.1,2.7,38.47,0.17,810,892,2019-01-03 09:30:00,2019-01-03 09:30:00+00:00,2019-01-03 07:30:00-02:00,2.540628755432783,2019-01-03,
116,2019,1,3,10,0,116,30.6,2.8000000000000003,31.6,0.17,893,913,2019-01-03 10:00:00,2019-01-03 10:00:00+00:00,2019-01-03 08:00:00-02:00,1.8867424542969398,2019-01-03,
117,2019,1,3,10,30,486,30.9,2.8000000000000003,24.72,0.17,611,138,2019-01-03 10:30:00,2019-01-03 10:30:00+00:00,2019-01-03 08:30:00-02:00,0.9800367408589248,2019-01-03,
118,2019,1,3,11,0,414,31.200000000000003,2.8000000000000003,17.81,0.17,447,34,2019-01-03 11:00:00,2019-01-03 11:00:00+00:00,2019-01-03 09:00:00-02:00,0.5830324605770262,2019-01-03,
119,2019,1,3,11,30,539,31.3,2.8000000000000003,10.9,0.17,692,156,2019-01-03 11:30:00,2019-01-03 11:30:00+00:00,2019-01-03 09:30:00-02:00,0.7684124932805175,2019-01-03,
120,2019,1,3,12,0,548,31.4,2.8000000000000003,4.0200000000000005,0.17,775,228,2019-01-03 12:00:00,2019-01-03 12:00:00+00:00,2019-01-03 10:00:00-02:00,0.7577339661453132,2019-01-03,
121,2019,1,3,12,30,465,31.4,2.7,3.0700000000000003,0.17,508,43,2019-01-03 12:30:00,2019-01-03 12:30:00+00:00,2019-01-03 10:30:00-02:00,0.449050672922166,2019-01-03,
122,2019,1,3,13,0,189,31.5,2.7,9.93,0.17,198,10,2019-01-03 13:00:00,2019-01-03 13:00:00+00:00,2019-01-03 11:00:00-02:00,0.1617423787815973,2019-01-03,
123,2019,1,3,13,30,317,31.3,2.6,16.84,0.17,335,18,2019-01-03 13:30:00,2019-01-03 13:30:00+00:00,2019-01-03 11:30:00-02:00,0.25771660005547503,2019-01-03,
124,2019,1,3,14,0,276,31.200000000000003,2.5,23.74,0.17,290,15,2019-01-03 14:00:00,2019-01-03 14:00:00+00:00,2019-01-03 12:00:00-02:00,0.21369012720867378,2019-01-03,
125,2019,1,3,14,30,328,30.8,2.4000000000000004,30.64,0.17,347,23,2019-01-03 14:30:00,2019-01-03 14:30:00+00:00,2019-01-03 12:30:00-02:00,0.248768207835853,2019-01-03,
126,2019,1,3,15,0,148,30.4,2.3000000000000003,37.51,0.17,150,2,2019-01-03 15:00:00,2019-01-03 15:00:00+00:00,2019-01-03 13:00:00-02:00,0.10619220237551262,2019-01-03,
127,2019,1,3,15,30,332,30.0,2.2,44.35,0.17,376,63,2019-01-03 15:30:00,2019-01-03 15:30:00+00:00,2019-01-03 13:30:00-02:00,0.26670766422839587,2019-01-03,
128,2019,1,3,16,0,305,29.5,2.0,51.16,0.17,400,152,2019-01-03 16:00:00,2019-01-03 16:00:00+00:00,2019-01-03 14:00:00-02:00,0.28846097712456886,2019-01-03,
129,2019,1,3,16,30,247,28.9,1.8,57.93,0.17,320,139,2019-01-03 16:30:00,2019-01-03 16:30:00+00:00,2019-01-03 14:30:00-02:00,0.2381686392338652,2019-01-03,
130,2019,1,3,17,0,155,28.200000000000003,1.5,64.64,0.17,160,12,2019-01-03 17:00:00,2019-01-03 17:00:00+00:00,2019-01-03 15:00:00-02:00,0.12487624790432013,2019-01-03,
131,2019,1,3,17,30,132,27.3,1.3,71.28,0.17,188,174,2019-01-03 17:30:00,2019-01-03 17:30:00+00:00,2019-01-03 15:30:00-02:00,0.15656459662741104,2019-01-03,
132,2019,1,3,18,0,79,26.4,1.1,77.84,0.17,87,37,2019-01-03 18:00:00,2019-01-03 18:00:00+00:00,2019-01-03 16:00:00-02:00,0.07883984125685033,2019-01-03,
133,2019,1,3,18,30,28,25.8,1.1,84.26,0.17,28,0,2019-01-03 18:30:00,2019-01-03 18:30:00+00:00,2019-01-03 16:30:00-02:00,0.028251627641383805,2019-01-03,
134,2019,1,3,19,0,0,25.1,1.1,90.22,0.17,0,0,2019-01-03 19:00:00,2019-01-03 19:00:00+00:00,2019-01-03 17:00:00-02:00,0.0,2019-01-03,
135,2019,1,3,19,30,0,24.8,1.0,96.97,0.17,0,0,2019-01-03 19:30:00,2019-01-03 19:30:00+00:00,2019-01-03 17:30:00-02:00,0.0,2019-01-03,
136,2019,1,3,20,0,0,24.5,1.0,103.0,0.17,0,0,2019-01-03 20:00:00,2019-01-03 20:00:00+00:00,2019-01-03 18:00:00-02:00,0.0,2019-01-03,
137,2019,1,3,20,30,0,24.5,1.0,108.81,0.17,0,0,2019-01-03 20:30:00,2019-01-03 20:30:00+00:00,2019-01-03 18:30:00-02:00,0.0,2019-01-03,
138,2019,1,3,21,0,0,24.1,0.9,114.31,0.17,0,0,2019-01-03 21:00:00,2019-01-03 21:00:00+00:00,2019-01-03 19:00:00-02:00,0.0,2019-01-03,
139,2019,1,3,21,30,0,23.9,0.9,119.44,0.17,0,0,2019-01-03 21:30:00,2019-01-03 21:30:00+00:00,2019-01-03 19:30:00-02:00,0.0,2019-01-03,
140,2019,1,3,22,0,0,23.700000000000003,1.0,124.09,0.17,0,0,2019-01-03 22:00:00,2019-01-03 22:00:00+00:00,2019-01-03 20:00:00-02:00,,2019-01-03,
141,2019,1,3,22,30,0,23.6,1.1,128.12,0.17,0,0,2019-01-03 22:30:00,2019-01-03 22:30:00+00:00,2019-01-03 20:30:00-02:00,,2019-01-03,
