,Year,Month,Day,Hour,Minute,DHI,Temperature,DNI,GHI,Solar Zenith Angle,Wind Speed,Surface Albedo,Cloud Type,Fill Flag,datetime,datetime_utc,datetime_local
0,2019,1,1,0,0,0,20.9,0,0,133.35,2.4000000000000004,0.16,0,0,2019-01-01 00:00:00,2019-01-01 00:00:00+00:00,2019-01-01 00:00:00-02:00
1,2019,1,1,0,30,0,20.700000000000003,0,0,133.16,2.3000000000000003,0.16,0,0,2019-01-01 00:30:00,2019-01-01 00:30:00+00:00,2019-01-01 00:30:00-02:00
2,2019,1,1,1,0,0,20.6,0,0,131.85,2.2,0.16,0,0,2019-01-01 01:00:00,2019-01-01 01:00:00+00:00,2019-01-01 01:00:00-02:00
3,2019,1,1,1,30,0,20.5,0,0,129.51,2.0,0.16,0,0,2019-01-01 01:30:00,2019-01-01 01:30:00+00:00,2019-01-01 01:30:00-02:00
4,2019,1,1,2,0,0,20.4,0,0,126.28,1.9,0.16,0,0,2019-01-01 02:00:00,2019-01-01 02:00:00+00:00,2019-01-01 02:00:00-02:00
5,2019,1,1,2,30,0,20.3,0,0,122.31,1.7000000000000002,0.16,0,0,2019-01-01 02:30:00,2019-01-01 02:30:00+00:00,2019-01-01 02:30:00-02:00
6,2019,1,1,3,0,0,20.200000000000003,0,0,117.73,1.6,0.16,0,0,2019-01-01 03:00:00,2019-01-01 03:00:00+00:00,2019-01-01 03:00:00-02:00
7,2019,1,1,3,30,0,20.1,0,0,112.68,1.4,0.16,0,0,2019-01-01 03:30:00,2019-01-01 03:30:00+00:00,2019-01-01 03:30:00-02:00
8,2019,1,1,4,0,0,19.9,0,0,107.25,1.3,0.16,0,0,2019-01-01 04:00:00,2019-01-01 04:00:00+00:00,2019-01-01 04:00:00-02:00
9,2019,1,1,4,30,0,20.0,0,0,101.53,1.3,0.16,0,0,2019-01-01 04:30:00,2019-01-01 04:30:00+00:00,2019-01-01 04:30:00-02:00
10,2019,1,1,5,0,0,20.1,0,0,95.57,1.4,0.16,0,0,2019-01-01 05:00:00,2019-01-01 05:00:00+00:00,2019-01-01 05:00:00-02:00
11,2019,1,1,5,30,0,20.9,0,0,89.06,1.7000000000000002,0.16,0,0,2019-01-01 05:30:00,2019-01-01 05:30:00+00:00,2019-01-01 05:30:00-02:00
12,2019,1,1,6,0,47,21.8,241,76,83.01,2.1,0.16,0,0,2019-01-01 06:00:00,2019-01-01 06:00:00+00:00,2019-01-01 06:00:00-02:00
13,2019,1,1,6,30,77,22.8,437,178,76.64,2.0,0.16,0,0,2019-01-01 06:30:00,2019-01-01 06:30:00+00:00,2019-01-01 06:30:00-02:00
14,2019,1,1,7,0,96,23.9,578,293,70.14,1.9,0.16,0,0,2019-01-01 07:00:00,2019-01-01 07:00:00+00:00,2019-01-01 07:00:00-02:00
15,2019,1,1,7,30,111,25.1,672,411,63.55,1.8,0.16,0,0,2019-01-01 07:30:00,2019-01-01 07:30:00+00:00,2019-01-01 07:30:00-02:00
16,2019,1,1,8,0,109,26.4,778,534,56.89,1.6,0.16,0,0,2019-01-01 08:00:00,2019-01-01 08:00:00+00:00,2019-01-01 08:00:00-02:00
17,2019,1,1,8,30,118,27.5,824,645,50.17,1.5,0.16,0,0,2019-01-01 08:30:00,2019-01-01 08:30:00+00:00,2019-01-01 08:30:00-02:00
18,2019,1,1,9,0,149,28.6,812,739,43.41,1.4,0.16,0,0,2019-01-01 09:00:00,2019-01-01 09:00:00+00:00,2019-01-01 09:00:00-02:00
19,2019,1,1,9,30,156,29.3,841,831,36.61,1.5,0.16,0,0,2019-01-01 09:30:00,2019-01-01 09:30:00+00:00,2019-01-01 09:30:00-02:00
20,2019,1,1,10,0,162,30.1,861,910,29.78,1.5,0.16,0,0,2019-01-01 10:00:00,2019-01-01 10:00:00+00:00,2019-01-01 10:00:00-02:00
21,2019,1,1,10,30,167,30.6,877,974,22.93,1.6,0.16,0,0,2019-01-01 10:30:00,2019-01-01 10:30:00+00:00,2019-01-01 10:30:00-02:00
22,2019,1,1,11,0,173,31.0,883,1021,16.07,1.7000000000000002,0.16,0,0,2019-01-01 11:00:00,2019-01-01 11:00:00+00:00,2019-01-01 11:00:00-02:00
23,2019,1,1,11,30,545,31.3,197,740,9.2,1.7000000000000002,0.16,3,0,2019-01-01 11:30:00,2019-01-01 11:30:00+00:00,2019-01-01 11:30:00-02:00
24,2019,1,1,12,0,181,31.5,881,1062,2.37,1.7000000000000002,0.16,0,0,2019-01-01 12:00:00,2019-01-01 12:00:00+00:00,2019-01-01 12:00:00-02:00
25,2019,1,1,12,30,181,31.5,881,1059,4.62,1.6,0.16,0,0,2019-01-01 12:30:00,2019-01-01 12:30:00+00:00,2019-01-01 12:30:00-02:00
26,2019,1,1,13,0,185,31.4,867,1034,11.48,1.5,0.16,1,0,2019-01-01 13:00:00,2019-01-01 13:00:00+00:00,2019-01-01 13:00:00-02:00
27,2019,1,1,13,30,505,30.9,282,773,18.35,1.6,0.16,2,0,2019-01-01 13:30:00,2019-01-01 13:30:00+00:00,2019-01-01 13:30:00-02:00
28,2019,1,1,14,0,155,30.5,5,159,25.21,1.8,0.16,3,0,2019-01-01 14:00:00,2019-01-01 14:00:00+00:00,2019-01-01 14:00:00-02:00
29,2019,1,1,14,30,60,29.8,0,60,32.05,2.2,0.16,8,0,2019-01-01 14:30:00,2019-01-01 14:30:00+00:00,2019-01-01 14:30:00-02:00
30,2019,1,1,15,0,23,29.200000000000003,0,23,38.87,2.7,0.16,7,0,2019-01-01 15:00:00,2019-01-01 15:00:00+00:00,2019-01-01 15:00:00-02:00
31,2019,1,1,15,30,62,28.4,0,62,45.66,3.0,0.16,6,0,2019-01-01 15:30:00,2019-01-01 15:30:00+00:00,2019-01-01 15:30:00-02:00
32,2019,1,1,16,0,13,27.6,0,13,52.41,3.2,0.16,8,0,2019-01-01 16:00:00,2019-01-01 16:00:00+00:00,2019-01-01 16:00:00-02:00
33,2019,1,1,16,30,111,26.8,0,111,59.11,3.3000000000000003,0.16,8,0,2019-01-01 16:30:00,2019-01-01 16:30:00+00:00,2019-01-01 16:30:00-02:00
34,2019,1,1,17,0,120,25.9,0,120,65.75,3.4000000000000004,0.16,8,0,2019-01-01 17:00:00,2019-01-01 17:00:00+00:00,2019-01-01 17:00:00-02:00
35,2019,1,1,17,30,65,24.9,0,65,72.32000000000001,3.4000000000000004,0.16,8,0,2019-01-01 17:30:00,2019-01-01 17:30:00+00:00,2019-01-01 17:30:00-02:00
36,2019,1,1,18,0,38,24.0,0,38,78.79,3.3000000000000003,0.16,4,7,2019-01-01 18:00:00,2019-01-01 18:00:00+00:00,2019-01-01 18:00:00-02:00
37,2019,1,1,18,30,15,23.3,0,15,85.10000000000001,3.2,0.16,4,7,2019-01-01 18:30:00,2019-01-01 18:30:00+00:00,2019-01-01 18:30:00-02:00
38,2019,1,1,19,0,0,22.700000000000003,0,0,91.5,3.1,0.16,4,0,2019-01-01 19:00:00,2019-01-01 19:00:00+00:00,2019-01-01 19:00:00-02:00
39,2019,1,1,19,30,0,22.3,0,0,97.6,3.0,0.16,4,0,2019-01-01 19:30:00,2019-01-01 19:30:00+00:00,2019-01-01 19:30:00-02:00
40,2019,1,1,20,0,0,22.0,0,0,103.49,2.8000000000000003,0.16,4,0,2019-01-01 20:00:00,2019-01-01 20:00:00+00:00,2019-01-01 20:00:00-02:00
41,2019,1,1,20,30,0,22.0,0,0,109.13,2.8000000000000003,0.16,1,0,2019-01-01 20:30:00,2019-01-01 20:30:00+00:00,2019-01-01 20:30:00-02:00
42,2019,1,1,21,0,0,21.8,0,0,114.45,2.5,0.16,1,0,2019-01-01 21:00:00,2019-01-01 21:00:00+00:00,2019-01-01 21:00:00-02:00
43,2019,1,1,21,30,0,21.700000000000003,0,0,119.36,2.3000000000000003,0.16,1,0,2019-01-01 21:30:00,2019-01-01 21:30:00+00:00,2019-01-01 21:30:00-02:00
44,2019,1,1,22,0,0,21.700000000000003,0,0,123.75,2.2,0.16,1,0,2019-01-01 22:00:00,2019-01-01 22:00:00+00:00,2019-01-01 22:00:00-02:00
45,2019,1,1,22,30,0,21.6,0,0,127.5,2.1,0.16,3,0,2019-01-01 22:30:00,2019-01-01 22:30:00+00:00,2019-01-01 22:30:00-02:00
46,2019,1,1,23,0,0,21.6,0,0,130.46,1.9,0.16,3,0,2019-01-01 23:00:00,2019-01-01 23:00:00+00:00,2019-01-01 23:00:00-02:00
47,2019,1,1,23,30,0,21.5,0,0,132.48,1.9,0.16,3,0,2019-01-01 23:30:00,2019-01-01 23:30:00+00:00,2019-01-01 23:30:00-02:00
48,2019,1,2,0,0,0,21.5,0,0,133.43,1.9,0.16,1,0,2019-01-02 00:00:00,2019-01-02 00:00:00+00:00,2019-01-02 00:00:00-02:00
49,2019,1,2,0,30,0,21.4,0,0,133.25,1.8,0.16,0,0,2019-01-02 00:30:00,2019-01-02 00:30:00+00:00,2019-01-02 00:30:00-02:00
50,2019,1,2,1,0,0,21.3,0,0,131.96,1.8,0.16,0,0,2019-01-02 01:00:00,2019-01-02 01:00:00+00:00,2019-01-02 01:00:00-02:00
51,2019,1,2,1,30,0,21.200000000000003,0,0,129.63,1.7000000000000002,0.16,3,0,2019-01-02 01:30:00,2019-01-02 01:30:00+00:00,2019-01-02 01:30:00-02:00
52,2019,1,2,2,0,0,21.200000000000003,0,0,126.41,1.7000000000000002,0.16,1,0,2019-01-02 02:00:00,2019-01-02 02:00:00+00:00,2019-01-02 02:00:00-02:00
53,2019,1,2,2,30,0,21.1,0,0,122.44,1.5,0.16,0,0,2019-01-02 02:30:00,2019-01-02 02:30:00+00:00,2019-01-02 02:30:00-02:00
54,2019,1,2,3,0,0,21.1,0,0,117.87,1.4,0.16,0,0,2019-01-02 03:00:00,2019-01-02 03:00:00+00:00,2019-01-02 03:00:00-02:00
55,2019,1,2,3,30,0,21.0,0,0,112.82,1.3,0.16,3,0,2019-01-02 03:30:00,2019-01-02 03:30:00+00:00,2019-01-02 03:30:00-02:00
56,2019,1,2,4,0,0,20.9,0,0,107.39,1.2000000000000002,0.16,0,0,2019-01-02 04:00:00,2019-01-02 04:00:00+00:00,2019-01-02 04:00:00-02:00
57,2019,1,2,4,30,0,20.9,0,0,101.67,1.1,0.16,0,0,2019-01-02 04:30:00,2019-01-02 04:30:00+00:00,2019-01-02 04:30:00-02:00
58,2019,1,2,5,0,0,20.9,0,0,95.71,1.1,0.16,0,0,2019-01-02 05:00:00,2019-01-02 05:00:00+00:00,2019-01-02 05:00:00-02:00
59,2019,1,2,5,30,0,21.4,0,0,89.18,1.3,0.16,0,0,2019-01-02 05:30:00,2019-01-02 05:30:00+00:00,2019-01-02 05:30:00-02:00
60,2019,1,2,6,0,46,21.9,206,70,83.14,1.4,0.16,0,0,2019-01-02 06:00:00,2019-01-02 06:00:00+00:00,2019-01-02 06:00:00-02:00
61,2019,1,2,6,30,78,22.8,394,168,76.77,1.4,0.16,0,0,2019-01-02 06:30:00,2019-01-02 06:30:00+00:00,2019-01-02 06:30:00-02:00
62,2019,1,2,7,0,99,23.6,534,280,70.27,1.3,0.16,0,0,2019-01-02 07:00:00,2019-01-02 07:00:00+00:00,2019-01-02 07:00:00-02:00
63,2019,1,2,7,30,116,24.9,629,395,63.67,1.6,0.16,0,0,2019-01-02 07:30:00,2019-01-02 07:30:00+00:00,2019-01-02 07:30:00-02:00
64,2019,1,2,8,0,129,26.200000000000003,699,510,57.01,1.9,0.16,0,0,2019-01-02 08:00:00,2019-01-02 08:00:00+00:00,2019-01-02 08:00:00-02:00
65,2019,1,2,8,30,194,27.4,632,598,50.29,2.2,0.16,7,0,2019-01-02 08:30:00,2019-01-02 08:30:00+00:00,2019-01-02 08:30:00-02:00
66,2019,1,2,9,0,285,28.5,493,643,43.53,2.4000000000000004,0.16,3,0,2019-01-02 09:00:00,2019-01-02 09:00:00+00:00,2019-01-02 09:00:00-02:00
67,2019,1,2,9,30,314,29.3,557,761,36.73,2.6,0.16,7,0,2019-01-02 09:30:00,2019-01-02 09:30:00+00:00,2019-01-02 09:30:00-02:00
68,2019,1,2,10,0,455,30.1,249,671,29.9,2.7,0.16,3,0,2019-01-02 10:00:00,2019-01-02 10:00:00+00:00,2019-01-02 10:00:00-02:00
69,2019,1,2,10,30,497,30.5,148,633,23.05,2.8000000000000003,0.16,8,0,2019-01-02 10:30:00,2019-01-02 10:30:00+00:00,2019-01-02 10:30:00-02:00
70,2019,1,2,11,0,459,30.9,50,507,16.19,2.9000000000000004,0.16,7,0,2019-01-02 11:00:00,2019-01-02 11:00:00+00:00,2019-01-02 11:00:00-02:00
71,2019,1,2,11,30,523,31.200000000000003,310,829,9.32,3.0,0.16,4,0,2019-01-02 11:30:00,2019-01-02 11:30:00+00:00,2019-01-02 11:30:00-02:00
72,2019,1,2,12,0,502,31.5,433,934,2.5,3.1,0.16,7,0,2019-01-02 12:00:00,2019-01-02 12:00:00+00:00,2019-01-02 12:00:00-02:00
73,2019,1,2,12,30,237,31.6,789,1024,4.53,3.1,0.16,1,0,2019-01-02 12:30:00,2019-01-02 12:30:00+00:00,2019-01-02 12:30:00-02:00
74,2019,1,2,13,0,539,31.6,219,754,11.38,3.1,0.16,7,0,2019-01-02 13:00:00,2019-01-02 13:00:00+00:00,2019-01-02 13:00:00-02:00
75,2019,1,2,13,30,230,31.200000000000003,770,962,18.25,3.0,0.16,0,0,2019-01-02 13:30:00,2019-01-02 13:30:00+00:00,2019-01-02 13:30:00-02:00
76,2019,1,2,14,0,482,30.8,249,707,25.12,2.8000000000000003,0.16,2,0,2019-01-02 14:00:00,2019-01-02 14:00:00+00:00,2019-01-02 14:00:00-02:00
77,2019,1,2,14,30,216,30.4,735,839,31.96,2.7,0.16,0,0,2019-01-02 14:30:00,2019-01-02 14:30:00+00:00,2019-01-02 14:30:00-02:00
78,2019,1,2,15,0,226,30.1,674,752,38.78,2.5,0.16,0,0,2019-01-02 15:00:00,2019-01-02 15:00:00+00:00,2019-01-02 15:00:00-02:00
79,2019,1,2,15,30,213,29.700000000000003,635,657,45.57,2.3000000000000003,0.16,0,0,2019-01-02 15:30:00,2019-01-02 15:30:00+00:00,2019-01-02 15:30:00-02:00
80,2019,1,2,16,0,194,29.3,592,556,52.33,2.1,0.16,0,0,2019-01-02 16:00:00,2019-01-02 16:00:00+00:00,2019-01-02 16:00:00-02:00
81,2019,1,2,16,30,175,28.9,528,447,59.03,1.9,0.16,0,0,2019-01-02 16:30:00,2019-01-02 16:30:00+00:00,2019-01-02 16:30:00-02:00
82,2019,1,2,17,0,166,28.4,311,294,65.68,1.7000000000000002,0.16,7,0,2019-01-02 17:00:00,2019-01-02 17:00:00+00:00,2019-01-02 17:00:00-02:00
83,2019,1,2,17,30,126,27.700000000000003,110,160,72.25,1.3,0.16,7,0,2019-01-02 17:30:00,2019-01-02 17:30:00+00:00,2019-01-02 17:30:00-02:00
84,2019,1,2,18,0,45,27.0,0,45,78.72,0.9,0.16,6,7,2019-01-02 18:00:00,2019-01-02 18:00:00+00:00,2019-01-02 18:00:00-02:00
85,2019,1,2,18,30,25,26.4,0,25,85.04,0.8,0.16,8,7,2019-01-02 18:30:00,2019-01-02 18:30:00+00:00,2019-01-02 18:30:00-02:00
86,2019,1,2,19,0,0,25.700000000000003,0,0,91.45,0.8,0.16,6,0,2019-01-02 19:00:00,2019-01-02 19:00:00+00:00,2019-01-02 19:00:00-02:00
87,2019,1,2,19,30,0,25.3,0,0,97.55,0.9,0.16,1,0,2019-01-02 19:30:00,2019-01-02 19:30:00+00:00,2019-01-02 19:30:00-02:00
88,2019,1,2,20,0,0,24.9,0,0,103.45,1.0,0.16,2,0,2019-01-02 20:00:00,2019-01-02 20:00:00+00:00,2019-01-02 20:00:00-02:00
89,2019,1,2,20,30,0,24.9,0,0,109.1,1.0,0.16,0,0,2019-01-02 20:30:00,2019-01-02 20:30:00+00:00,2019-01-02 20:30:00-02:00
90,2019,1,2,21,0,0,24.200000000000003,0,0,114.43,1.1,0.16,2,0,2019-01-02 21:00:00,2019-01-02 21:00:00+00:00,2019-01-02 21:00:00-02:00
91,2019,1,2,21,30,0,23.9,0,0,119.35,1.1,0.16,1,0,2019-01-02 21:30:00,2019-01-02 21:30:00+00:00,2019-01-02 21:30:00-02:00
92,2019,1,2,22,0,0,23.700000000000003,0,0,123.76,1.1,0.16,0,0,2019-01-02 22:00:00,2019-01-02 22:00:00+00:00,2019-01-02 22:00:00-02:00
93,2019,1,2,22,30,0,23.5,0,0,127.53,1.2000000000000002,0.16,4,0,2019-01-02 22:30:00,2019-01-02 22:30:00+00:00,2019-01-02 22:30:00-02:00
94,2019,1,2,23,0,0,23.3,0,0,130.51,1.2000000000000002,0.16,1,0,2019-01-02 23:00:00,2019-01-02 23:00:00+00:00,2019-01-02 23:00:00-02:00
95,2019,1,2,23,30,0,23.1,0,0,132.54,1.4,0.16,1,0,2019-01-02 23:30:00,2019-01-02 23:30:00+00:00,2019-01-02 23:30:00-02:00
96,2019,1,3,0,0,0,22.9,0,0,133.51,1.5,0.16,4,0,2019-01-03 00:00:00,2019-01-03 00:00:00+00:00,2019-01-03 00:00:00-02:00
97,2019,1,3,0,30,0,22.8,0,0,133.35,1.6,0.16,4,0,2019-01-03 00:30:00,2019-01-03 00:30:00+00:00,2019-01-03 00:30:00-02:00
98,2019,1,3,1,0,0,22.700000000000003,0,0,132.07,1.8,0.16,4,0,2019-01-03 01:00:00,2019-01-03 01:00:00+00:00,2019-01-03 01:00:00-02:00
99,2019,1,3,1,30,0,22.5,0,0,129.76,2.0,0.16,8,0,2019-01-03 01:30:00,2019-01-03 01:30:00+00:00,2019-01-03 01:30:00-02:00
100,2019,1,3,2,0,0,22.4,0,0,126.54,2.1,0.16,2,0,2019-01-03 02:00:00,2019-01-03 02:00:00+00:00,2019-01-03 02:00:00-02:00
101,2019,1,3,2,30,0,22.3,0,0,122.58,2.2,0.16,0,0,2019-01-03 02:30:00,2019-01-03 02:30:00+00:00,2019-01-03 02:30:00-02:00
102,2019,1,3,3,0,0,22.200000000000003,0,0,118.01,2.4000000000000004,0.16,0,0,2019-01-03 03:00:00,2019-01-03 03:00:00+00:00,2019-01-03 03:00:00-02:00
103,2019,1,3,3,30,0,22.1,0,0,112.96,2.4000000000000004,0.16,0,0,2019-01-03 03:30:00,2019-01-03 03:30:00+00:00,2019-01-03 03:30:00-02:00
104,2019,1,3,4,0,0,21.9,0,0,107.53,2.5,0.16,0,0,2019-01-03 04:00:00,2019-01-03 04:00:00+00:00,2019-01-03 04:00:00-02:00
105,2019,1,3,4,30,0,21.9,0,0,101.81,2.6,0.16,3,0,2019-01-03 04:30:00,2019-01-03 04:30:00+00:00,2019-01-03 04:30:00-02:00
106,2019,1,3,5,0,0,21.9,0,0,95.84,2.7,0.16,3,0,2019-01-03 05:00:00,2019-01-03 05:00:00+00:00,2019-01-03 05:00:00-02:00
107,2019,1,3,5,30,0,22.5,0,0,89.3,3.0,0.16,1,0,2019-01-03 05:30:00,2019-01-03 05:30:00+00:00,2019-01-03 05:30:00-02:00
108,2019,1,3,6,0,38,23.200000000000003,283,72,83.27,3.4000000000000004,0.16,0,0,2019-01-03 06:00:00,2019-01-03 06:00:00+00:00,2019-01-03 06:00:00-02:00
109,2019,1,3,6,30,63,24.4,480,171,76.9,3.7,0.16,1,0,2019-01-03 06:30:00,2019-01-03 06:30:00+00:00,2019-01-03 06:30:00-02:00
110,2019,1,3,7,0,80,25.6,609,284,70.4,4.0,0.16,1,0,2019-01-03 07:00:00,2019-01-03 07:00:00+00:00,2019-01-03 07:00:00-02:00
111,2019,1,3,7,30,93,26.8,698,401,63.8,4.3,0.16,0,0,2019-01-03 07:30:00,2019-01-03 07:30:00+00:00,2019-01-03 07:30:00-02:00
112,2019,1,3,8,0,105,28.0,757,516,57.14,4.6000000000000005,0.16,1,0,2019-01-03 08:00:00,2019-01-03 08:00:00+00:00,2019-01-03 08:00:00-02:00
113,2019,1,3,8,30,115,28.8,806,628,50.42,4.7,0.16,0,0,2019-01-03 08:30:00,2019-01-03 08:30:00+00:00,2019-01-03 08:30:00-02:00
114,2019,1,3,9,0,129,29.6,826,727,43.65,4.800000000000001,0.16,0,0,2019-01-03 09:00:00,2019-01-03 09:00:00+00:00,2019-01-03 09:00:00-02:00
115,2019,1,3,9,30,135,30.1,855,819,36.85,4.800000000000001,0.16,1,0,2019-01-03 09:30:00,2019-01-03 09:30:00+00:00,2019-01-03 09:30:00-02:00
116,2019,1,3,10,0,461,30.5,182,619,30.02,4.800000000000001,0.16,3,0,2019-01-03 10:00:00,2019-01-03 10:00:00+00:00,2019-01-03 10:00:00-02:00
117,2019,1,3,10,30,148,30.8,885,962,23.17,4.7,0.16,1,0,2019-01-03 10:30:00,2019-01-03 10:30:00+00:00,2019-01-03 10:30:00-02:00
118,2019,1,3,11,0,154,31.1,894,1012,16.3,4.6000000000000005,0.16,0,0,2019-01-03 11:00:00,2019-01-03 11:00:00+00:00,2019-01-03 11:00:00-02:00
119,2019,1,3,11,30,220,31.1,13,233,9.43,4.6000000000000005,0.16,3,0,2019-01-03 11:30:00,2019-01-03 11:30:00+00:00,2019-01-03 11:30:00-02:00
120,2019,1,3,12,0,152,31.1,910,1061,2.63,4.5,0.16,1,0,2019-01-03 12:00:00,2019-01-03 12:00:00+00:00,2019-01-03 12:00:00-02:00
121,2019,1,3,12,30,541,31.3,270,811,4.44,4.5,0.16,3,0,2019-01-03 12:30:00,2019-01-03 12:30:00+00:00,2019-01-03 12:30:00-02:00
122,2019,1,3,13,0,386,31.4,25,411,11.29,4.6000000000000005,0.16,4,0,2019-01-03 13:00:00,2019-01-03 13:00:00+00:00,2019-01-03 13:00:00-02:00
123,2019,1,3,13,30,143,31.4,905,1003,18.16,4.5,0.16,1,0,2019-01-03 13:30:00,2019-01-03 13:30:00+00:00,2019-01-03 13:30:00-02:00
124,2019,1,3,14,0,135,31.4,902,952,25.02,4.5,0.16,1,0,2019-01-03 14:00:00,2019-01-03 14:00:00+00:00,2019-01-03 14:00:00-02:00
125,2019,1,3,14,30,131,31.200000000000003,884,881,31.87,4.5,0.16,0,0,2019-01-03 14:30:00,2019-01-03 14:30:00+00:00,2019-01-03 14:30:00-02:00
126,2019,1,3,15,0,210,31.1,10,217,38.69,4.4,0.16,3,0,2019-01-03 15:00:00,2019-01-03 15:00:00+00:00,2019-01-03 15:00:00-02:00
127,2019,1,3,15,30,172,30.700000000000003,4,175,45.49,4.3,0.16,3,0,2019-01-03 15:30:00,2019-01-03 15:30:00+00:00,2019-01-03 15:30:00-02:00
128,2019,1,3,16,0,13,30.4,0,13,52.24,4.2,0.16,8,0,2019-01-03 16:00:00,2019-01-03 16:00:00+00:00,2019-01-03 16:00:00-02:00
129,2019,1,3,16,30,192,29.8,459,429,58.95,3.8,0.16,7,0,2019-01-03 16:30:00,2019-01-03 16:30:00+00:00,2019-01-03 16:30:00-02:00
130,2019,1,3,17,0,52,29.3,0,52,65.6,3.5,0.16,6,0,2019-01-03 17:00:00,2019-01-03 17:00:00+00:00,2019-01-03 17:00:00-02:00
131,2019,1,3,17,30,8,28.200000000000003,0,8,72.18,2.8000000000000003,0.16,9,0,2019-01-03 17:30:00,2019-01-03 17:30:00+00:00,2019-01-03 17:30:00-02:00
132,2019,1,3,18,0,37,27.1,0,37,78.65,2.2,0.16,9,7,2019-01-03 18:00:00,2019-01-03 18:00:00+00:00,2019-01-03 18:00:00-02:00
133,2019,1,3,18,30,16,26.3,0,16,84.98,2.0,0.16,9,7,2019-01-03 18:30:00,2019-01-03 18:30:00+00:00,2019-01-03 18:30:00-02:00
134,2019,1,3,19,0,0,25.4,0,0,91.39,1.9,0.16,9,0,2019-01-03 19:00:00,2019-01-03 19:00:00+00:00,2019-01-03 19:00:00-02:00
135,2019,1,3,19,30,0,25.0,0,0,97.5,2.0,0.16,9,0,2019-01-03 19:30:00,2019-01-03 19:30:00+00:00,2019-01-03 19:30:00-02:00
136,2019,1,3,20,0,0,24.6,0,0,103.41,2.1,0.16,9,0,2019-01-03 20:00:00,2019-01-03 20:00:00+00:00,2019-01-03 20:00:00-02:00
137,2019,1,3,20,30,0,24.6,0,0,109.07,2.1,0.16,6,0,2019-01-03 20:30:00,2019-01-03 20:30:00+00:00,2019-01-03 20:30:00-02:00
138,2019,1,3,21,0,0,23.9,0,0,114.41,2.4000000000000004,0.16,6,0,2019-01-03 21:00:00,2019-01-03 21:00:00+00:00,2019-01-03 21:00:00-02:00
139,2019,1,3,21,30,0,23.8,0,0,119.35,2.7,0.16,6,0,2019-01-03 21:30:00,2019-01-03 21:30:00+00:00,2019-01-03 21:30:00-02:00
140,2019,1,3,22,0,0,23.6,0,0,123.78,3.0,0.16,6,0,2019-01-03 22:00:00,2019-01-03 22:00:00+00:00,2019-01-03 22:00:00-02:00
141,2019,1,3,22,30,0,23.5,0,0,127.56,3.2,0.16,6,0,2019-01-03 22:30:00,2019-01-03 22:30:00+00:00,2019-01-03 22:30:00-02:00
142,2019,1,3,23,0,0,23.4,0,0,130.56,3.4000000000000004,0.16,8,0,2019-01-03 23:00:00,2019-01-03 23:00:00+00:00,2019-01-03 23:00:00-02:00
143,2019,1,3,23,30,0,23.4,0,0,132.61,3.4000000000000004,0.16,8,0,2019-01-03 23:30:00,2019-01-03 23:30:00+00:00,2019-01-03 23:30:00-02:00
144,2019,1,4,0,0,0,23.4,0,0,133.61,3.3000000000000003,0.16,8,0,2019-01-04 00:00:00,2019-01-04 00:00:00+00:00,2019-01-04 00:00:00-02:00
145,2019,1,4,0,30,0,23.3,0,0,133.46,3.2,0.16,8,0,2019-01-04 00:30:00,2019-01-04 00:30:00+00:00,2019-01-04 00:30:00-02:00
146,2019,1,4,1,0,0,23.3,0,0,132.2,3.0,0.16,7,0,2019-01-04 01:00:00,2019-01-04 01:00:00+00:00,2019-01-04 01:00:00-02:00
147,2019,1,4,1,30,0,23.3,0,0,129.89,2.9000000000000004,0.16,7,0,2019-01-04 01:30:00,2019-01-04 01:30:00+00:00,2019-01-04 01:30:00-02:00
148,2019,1,4,2,0,0,23.200000000000003,0,0,126.68,2.7,0.16,8,0,2019-01-04 02:00:00,2019-01-04 02:00:00+00:00,2019-01-04 02:00:00-02:00
149,2019,1,4,2,30,0,23.200000000000003,0,0,122.72,2.6,0.16,8,0,2019-01-04 02:30:00,2019-01-04 02:30:00+00:00,2019-01-04 02:30:00-02:00
150,2019,1,4,3,0,0,23.200000000000003,0,0,118.15,2.6,0.16,7,0,2019-01-04 03:00:00,2019-01-04 03:00:00+00:00,2019-01-04 03:00:00-02:00
151,2019,1,4,3,30,0,23.1,0,0,113.11,2.6,0.16,7,0,2019-01-04 03:30:00,2019-01-04 03:30:00+00:00,2019-01-04 03:30:00-02:00
152,2019,1,4,4,0,0,23.0,0,0,107.68,2.6,0.16,7,0,2019-01-04 04:00:00,2019-01-04 04:00:00+00:00,2019-01-04 04:00:00-02:00
153,2019,1,4,4,30,0,23.0,0,0,101.95,2.6,0.16,7,0,2019-01-04 04:30:00,2019-01-04 04:30:00+00:00,2019-01-04 04:30:00-02:00
154,2019,1,4,5,0,0,22.9,0,0,95.99,2.6,0.16,7,0,2019-01-04 05:00:00,2019-01-04 05:00:00+00:00,2019-01-04 05:00:00-02:00
155,2019,1,4,5,30,0,23.0,0,0,89.43,2.7,0.16,7,7,2019-01-04 05:30:00,2019-01-04 05:30:00+00:00,2019-01-04 05:30:00-02:00
156,2019,1,4,6,0,25,23.200000000000003,0,25,83.41,2.8000000000000003,0.16,8,7,2019-01-04 06:00:00,2019-01-04 06:00:00+00:00,2019-01-04 06:00:00-02:00
