,datetime_utc,tracker_theta
337,2019-01-08 00:30:00+00:00,0.0
338,2019-01-08 01:00:00+00:00,0.0
339,2019-01-08 01:30:00+00:00,0.0
340,2019-01-08 02:00:00+00:00,0.0
341,2019-01-08 02:30:00+00:00,0.0
342,2019-01-08 03:00:00+00:00,0.0
343,2019-01-08 03:30:00+00:00,0.0
344,2019-01-08 04:00:00+00:00,0.0
345,2019-01-08 04:30:00+00:00,0.0
346,2019-01-08 05:00:00+00:00,0.0
347,2019-01-08 05:30:00+00:00,0.0
348,2019-01-08 06:00:00+00:00,0.0
349,2019-01-08 06:30:00+00:00,0.0
350,2019-01-08 07:00:00+00:00,0.0
351,2019-01-08 07:30:00+00:00,0.0
352,2019-01-08 08:00:00+00:00,0.0
353,2019-01-08 08:30:00+00:00,-0.27141335467986494
354,2019-01-08 09:00:00+00:00,-12.38381029059913
355,2019-01-08 09:30:00+00:00,-27.31481256260561
356,2019-01-08 10:00:00+00:00,-54.745983392611414
357,2019-01-08 10:30:00+00:00,-55.0
358,2019-01-08 11:00:00+00:00,-55.0
359,2019-01-08 11:30:00+00:00,-50.59287047846281
360,2019-01-08 12:00:00+00:00,-43.96851350551646
361,2019-01-08 12:30:00+00:00,-37.288957874774795
362,2019-01-08 13:00:00+00:00,-30.547527280082274
363,2019-01-08 13:30:00+00:00,-23.74410261509353
364,2019-01-08 14:00:00+00:00,-16.884855317634845
365,2019-01-08 14:30:00+00:00,-9.981532737505798
366,2019-01-08 15:00:00+00:00,-3.050271761541415
367,2019-01-08 15:30:00+00:00,3.890057889347962
368,2019-01-08 16:00:00+00:00,10.819528596320907
369,2019-01-08 16:30:00+00:00,17.719491419611426
370,2019-01-08 17:00:00+00:00,24.574222248531235
371,2019-01-08 17:30:00+00:00,31.3725420280021
372,2019-01-08 18:00:00+00:00,38.10895164398148
373,2019-01-08 18:30:00+00:00,44.784293713819295
374,2019-01-08 19:00:00+00:00,51.405973753599106
375,2019-01-08 19:30:00+00:00,55.0
376,2019-01-08 20:00:00+00:00,55.0
377,2019-01-08 20:30:00+00:00,48.750890539391435
378,2019-01-08 21:00:00+00:00,25.173614805511228
379,2019-01-08 21:30:00+00:00,10.736982493694015
380,2019-01-08 22:00:00+00:00,0.0
381,2019-01-08 22:30:00+00:00,0.0
382,2019-01-08 23:00:00+00:00,0.0
383,2019-01-08 23:30:00+00:00,0.0
384,2019-01-09 00:00:00+00:00,0.0
385,2019-01-09 00:30:00+00:00,0.0
386,2019-01-09 01:00:00+00:00,0.0
387,2019-01-09 01:30:00+00:00,0.0
388,2019-01-09 02:00:00+00:00,0.0
389,2019-01-09 02:30:00+00:00,0.0
390,2019-01-09 03:00:00+00:00,0.0
391,2019-01-09 03:30:00+00:00,0.0
392,2019-01-09 04:00:00+00:00,0.0
393,2019-01-09 04:30:00+00:00,0.0
394,2019-01-09 05:00:00+00:00,0.0
395,2019-01-09 05:30:00+00:00,0.0
396,2019-01-09 06:00:00+00:00,0.0
397,2019-01-09 06:30:00+00:00,0.0
398,2019-01-09 07:00:00+00:00,0.0
399,2019-01-09 07:30:00+00:00,0.0
400,2019-01-09 08:00:00+00:00,0.0
401,2019-01-09 08:30:00+00:00,-0.019983266646846687
402,2019-01-09 09:00:00+00:00,-12.073960151617499
403,2019-01-09 09:30:00+00:00,-26.909174805298754
404,2019-01-09 10:00:00+00:00,-53.45261385856642
405,2019-01-09 10:30:00+00:00,-55.0
406,2019-01-09 11:00:00+00:00,-55.0
407,2019-01-09 11:30:00+00:00,-50.731971678620596
408,2019-01-09 12:00:00+00:00,-44.10341460929797
409,2019-01-09 12:30:00+00:00,-37.4192936279118
410,2019-01-09 13:00:00+00:00,-30.672855198361308
411,2019-01-09 13:30:00+00:00,-23.863924450803918
412,2019-01-09 14:00:00+00:00,-16.998648938303116
413,2019-01-09 14:30:00+00:00,-10.088791443834342
414,2019-01-09 15:00:00+00:00,-3.1505466221496277
415,2019-01-09 15:30:00+00:00,3.7971159712892875
416,2019-01-09 16:00:00+00:00,10.734139002955576
417,2019-01-09 16:30:00+00:00,17.641718105224953
418,2019-01-09 17:00:00+00:00,24.503966562952943
419,2019-01-09 17:30:00+00:00,31.309545913486716
420,2019-01-09 18:00:00+00:00,38.05281076000961
421,2019-01-09 18:30:00+00:00,44.734476078791
422,2019-01-09 19:00:00+00:00,51.361839540718066
423,2019-01-09 19:30:00+00:00,55.0
424,2019-01-09 20:00:00+00:00,55.0
425,2019-01-09 20:30:00+00:00,48.94586211944143
426,2019-01-09 21:00:00+00:00,25.247646349377717
427,2019-01-09 21:30:00+00:00,10.791234225716295
428,2019-01-09 22:00:00+00:00,0.0
429,2019-01-09 22:30:00+00:00,0.0
430,2019-01-09 23:00:00+00:00,0.0
431,2019-01-09 23:30:00+00:00,0.0
432,2019-01-10 00:00:00+00:00,0.0
433,2019-01-10 00:30:00+00:00,0.0
434,2019-01-10 01:00:00+00:00,0.0
435,2019-01-10 01:30:00+00:00,0.0
436,2019-01-10 02:00:00+00:00,0.0
437,2019-01-10 02:30:00+00:00,0.0
438,2019-01-10 03:00:00+00:00,0.0
439,2019-01-10 03:30:00+00:00,0.0
440,2019-01-10 04:00:00+00:00,0.0
441,2019-01-10 04:30:00+00:00,0.0
442,2019-01-10 05:00:00+00:00,0.0
443,2019-01-10 05:30:00+00:00,0.0
444,2019-01-10 06:00:00+00:00,0.0
445,2019-01-10 06:30:00+00:00,0.0
446,2019-01-10 07:00:00+00:00,0.0
447,2019-01-10 07:30:00+00:00,0.0
448,2019-01-10 08:00:00+00:00,0.0
449,2019-01-10 08:30:00+00:00,0.0
450,2019-01-10 09:00:00+00:00,-11.763011575777213
451,2019-01-10 09:30:00+00:00,-26.504732894857824
452,2019-01-10 10:00:00+00:00,-52.260429394749465
453,2019-01-10 10:30:00+00:00,-55.0
454,2019-01-10 11:00:00+00:00,-55.0
455,2019-01-10 11:30:00+00:00,-50.871569176042826
456,2019-01-10 12:00:00+00:00,-44.23856111424477
457,2019-01-10 12:30:00+00:00,-37.54959385092605
458,2019-01-10 13:00:00+00:00,-30.797839006353684
459,2019-01-10 13:30:00+00:00,-23.983069249243467
460,2019-01-10 14:00:00+00:00,-17.111412690607573
